PERIOD,PRD_NBR,DC_NBR,warehouse_receipts
1,174318001,18,66
1,174318001,14,56
1,174318001,17,366
2,174318011,14,34
1,174318011,17,794
1,174318011,18,330
1,174318011,14,170
2,174318021,14,657
1,174318021,17,989
1,174318021,14,92
1,174318021,18,402
1,174318031,18,326
1,174318031,14,160
1,174318031,17,888
1,174844001,18,0
1,174844031,18,0
1,174844031,17,10
1,174844031,14,0
1,174844041,18,0
1,174844041,14,0
1,174844041,17,2
1,174844051,18,0
1,174844051,17,0
1,175024001,17,2
1,175024001,18,0
1,175037001,18,0
1,175037001,17,0
1,175037001,14,161
1,175049001,14,0
1,175049001,17,0
1,175049001,18,0
1,175049011,14,0
1,175049011,18,51
1,175055011,14,0
1,175055021,18,0
1,175055021,17,0
1,175075001,17,1414
1,175075001,18,1076
1,175075001,14,65
1,175075011,18,313
1,175075011,17,989
1,175075011,14,949
1,175075031,18,322
1,175075031,14,1288
1,175075031,17,1505
1,175075041,14,14
1,175075041,17,24
1,175075041,18,26
1,175122011,18,0
1,175122021,14,0
1,175122031,18,1
1,175146001,18,0
1,175146001,14,0
1,175146011,17,0
1,175146011,18,4
4,246840111,14,8520
1,246840111,17,1094
4,246840111,18,7736
1,246840111,14,434
4,246840111,17,30510
1,246840111,18,10252
1,250562001,14,0
1,250562001,17,0
1,250562001,18,0
1,251858021,14,703
1,251858021,18,0
1,251858021,17,60
2,251858021,14,2
1,251858031,17,0
1,251858031,14,546
1,251858041,18,0
1,251858041,17,6
1,251858041,14,686
1,251858061,18,0
1,251858061,14,609
1,251858061,17,282
1,251858081,17,38
2,251858081,14,4
1,251858081,14,172
1,251858101,14,1496
1,251858101,17,129
1,251858101,18,0
1,251943121,17,396
1,251943121,18,632
1,251943121,14,880
1,251943291,14,2468
4,251943291,14,7474
4,251943291,17,14699
4,251943291,18,2977
1,251943291,17,2556
1,251943291,18,6566
1,251943451,18,0
1,251943451,14,0
1,251943451,17,0
1,251943621,14,6784
1,251943621,17,1270
4,251943621,14,14973
4,251943621,17,33421
1,251943621,18,0
4,251943621,18,21607
1,251943741,18,0
1,251943741,17,0
1,251943741,14,6
1,251943761,18,0
1,251943761,17,51
1,251943761,14,1355
1,251943781,18,4796
1,251943781,14,10754
1,251943781,17,34
4,255372041,18,2737
1,255372041,14,468
4,255372041,17,2196
1,255372041,18,168
1,255372041,17,311
4,255372041,14,1541
4,255372051,17,1868
1,255372051,18,111
1,255372051,17,444
4,255372051,14,1580
1,255372051,14,645
4,255372051,18,2075
1,255372201,17,72
1,255372201,18,52
1,255372201,14,22
1,255372601,17,0
1,255372631,18,2
1,255372661,14,296
1,255372661,17,1386
1,255372661,18,260
1,255372671,14,60
1,255372671,17,102
1,255372671,18,94
1,255406001,18,461
1,255406001,17,459
4,255406001,17,1541
1,255406001,14,667
4,255406001,14,1255
4,255406001,18,1792
1,255406021,14,1110
4,255406021,17,1752
1,255406021,17,767
4,255406021,18,2303
1,255406021,18,467
4,255406021,14,1486
1,255406391,18,12
1,255406491,17,152
1,255406491,14,829
1,255406491,18,478
1,255406641,14,54
1,255406641,17,104
1,255406641,18,72
1,255406651,17,1050
1,255406651,14,260
1,255406651,18,68
1,255406671,17,231
1,255406671,14,10
1,255406671,18,62
1,255406681,18,155
1,255406681,17,898
1,255406681,14,176
4,257353001,14,1823
1,257353001,14,34
1,257353001,18,41
4,257353001,18,2135
1,257353001,17,189
4,257353001,17,3042
1,257353031,17,4
4,329272041,17,4180
1,329272041,17,170
1,329272041,18,305
1,329272041,14,200
4,329272041,14,861
1,329272061,17,234
4,329272061,14,440
1,329272061,14,146
4,329272061,17,2880
4,329272071,14,1175
1,329272071,14,126
4,329272071,17,3525
1,329272071,17,704
1,329272121,18,15
4,329272121,14,265
1,329272121,14,78
1,329272121,17,214
4,329272121,17,1660
4,329273041,14,3635
1,329273041,18,133
1,329273041,17,0
1,329273041,14,60
4,329273041,17,12200
4,329273051,14,3783
1,329273051,17,1896
1,329273051,14,716
1,329273051,18,193
4,329273051,17,12650
1,329273181,18,68
4,329273181,17,7750
1,329273181,17,2
4,329273181,14,2130
1,329273191,14,120
4,329273191,14,887
3,329273191,14,1579
2,329273191,14,217
1,329273191,17,524
4,329273191,17,5781
4,329955001,17,5072
1,329955001,14,1386
1,329955001,18,2844
4,329955001,18,5496
1,329955001,17,3856
4,329955001,14,4200
1,330679001,17,2312
3,330679001,18,1118
4,330679001,18,6760
4,330679001,17,3770
2,330679001,18,754
1,330679001,14,396
4,330679001,14,6240
1,330679001,18,226
1,330679011,18,632
4,330679011,14,3874
1,330679011,14,652
1,330679011,17,1810
4,330679011,17,1898
2,330679011,14,10
4,330679011,18,4446
4,332667001,14,88
4,332667001,17,44
4,332667001,18,176
1,332667001,18,8126
1,332667001,17,11645
1,332667001,14,5396
1,332667021,14,6956
1,332667021,17,9168
4,332667021,14,364
4,332667021,17,1016
1,332667021,18,9852
4,332667021,18,882
4,332667081,14,4264
1,332667081,18,1344
1,332667081,17,2620
4,332667081,17,8521
1,332667081,14,0
4,332667081,18,7015
1,332667201,14,412
1,332667201,18,382
1,332667201,17,1635
4,332667201,18,4615
4,332667201,17,6875
4,332667201,14,3510
1,332667261,18,0
1,332667261,14,0
4,332667271,14,1063
4,332667271,17,2250
4,332667271,18,1687
1,332667271,18,0
1,332667271,14,36
1,332667271,17,0
1,332667291,18,0
1,332667291,17,0
1,332667301,18,0
1,332667301,14,0
1,332667301,17,0
1,332667351,17,3146
4,332667351,17,3630
4,332667351,18,2559
1,332667351,18,3134
1,332667351,14,3208
4,332667351,14,1811
1,332706001,14,20
1,332706001,18,2118
4,332738001,14,9576
3,332738001,18,4788
4,332738001,18,14212
3,332738001,17,2128
1,332738001,17,6422
2,332738001,17,5168
1,332738001,18,2100
4,332738001,17,10184
1,332738001,14,11242
4,332738011,14,8892
1,332738011,17,764
3,332738011,18,1672
2,332738011,17,2508
1,332738011,14,6074
3,332738011,17,3192
1,332738011,18,150
4,332738011,18,7828
4,332738011,17,9424
4,332738391,18,5944
2,332738391,18,86
1,332738391,14,210
1,332738391,18,275
4,332738391,17,9965
1,332738391,17,51
4,332738391,14,7206
1,332738471,18,0
1,332738481,18,0
1,333034041,18,5946
4,333034041,17,2420
4,333034041,14,2460
1,333034041,14,2684
4,333034041,18,5080
1,333034041,17,6581
4,333034051,17,680
1,333034051,18,850
1,333034051,14,190
4,333034051,18,2540
4,333034051,14,2080
1,333034051,17,2382
4,333034061,18,4737
1,333034061,18,4040
4,333034061,14,1892
1,333034061,17,2007
4,333034061,17,8371
1,333034061,14,3714
1,333034071,18,7380
4,333034071,17,3220
1,333034071,17,3777
1,333034071,14,2003
4,333034071,18,3520
4,333034071,14,2160
4,333034121,14,340
1,333034121,18,5934
4,333034121,18,2120
1,333034121,17,4250
1,333034121,14,3326
4,333034121,17,2120
1,333034141,14,330
4,333034141,18,3246
1,333034141,18,4348
4,333034141,14,3942
4,333034141,17,7812
1,333034141,17,5087
4,333034171,14,2947
1,333034171,17,0
4,333034171,18,4867
4,333034171,17,7186
4,333034181,14,3140
1,333034181,17,17619
1,333034181,14,4618
1,333034181,18,13982
4,333034181,17,1060
4,333034181,18,5760
1,334953001,14,2438
1,334953001,18,44
1,342078001,18,0
2,342078001,17,53
1,342078001,14,166
1,342078001,17,0
2,342078001,18,28
2,342078001,14,206
1,342078011,17,4
2,342078011,14,93
2,342078011,18,24
1,342078011,18,0
2,342078011,17,45
1,342083011,18,160
4,342083011,14,2570
4,342083011,18,3643
4,342083011,17,4666
1,342083011,14,478
1,342083011,17,338
4,342083021,14,3127
4,342083021,17,4203
4,342083021,18,3861
1,342083021,18,0
1,342083021,17,0
1,342083021,14,0
1,342084011,18,951
1,342084011,17,1240
1,342084011,14,9
1,342084021,17,1236
1,342084021,18,836
1,342084021,14,0
1,342085001,18,0
1,342085001,17,0
1,342085021,18,0
1,342085021,14,3530
2,342085021,14,299
1,342085021,17,1
2,342085041,17,14
1,342085041,14,1468
1,342085041,17,0
1,342085041,18,0
2,342085051,14,506
1,342085051,17,1
1,342085051,18,0
1,342085051,14,2708
1,342085061,14,3783
1,342085061,18,0
1,342085061,17,0
1,342085071,14,0
1,342085071,17,7
1,342085071,18,0
1,342085111,17,0
1,342085121,18,0
1,342085121,14,0
1,342085121,17,2637
1,342089001,17,354
4,342089001,14,6653
1,342089001,18,132
4,342089001,18,7201
1,342089001,14,355
4,342089001,17,11215
1,342089011,17,0
1,342089011,18,60
1,342089011,14,118
4,342089021,14,3890
4,342089021,17,8115
1,342089021,18,60
1,342089021,14,58
4,342089021,18,5692
1,342089021,17,74
1,342089031,14,503
1,342089031,18,5
1,342089031,17,215
1,342089061,18,71
1,342089061,17,138
1,342089061,14,473
1,342089071,14,20
1,342089071,18,456
1,342089071,17,103
1,342089081,14,32
1,342089081,18,691
1,342089081,17,172
1,342089091,18,135
1,342089091,14,16
1,342089091,17,43
1,342094001,17,0
1,342094001,14,220
1,342094001,18,0
1,342094021,17,0
1,342094021,14,548
1,342094021,18,0
1,342094031,18,4
1,342094031,17,0
1,342094031,14,0
1,342094041,18,0
1,342094051,14,21
1,342094051,17,26
1,342094051,18,18
2,342094061,14,57
1,342094061,14,224
1,342094061,17,4
1,342094081,17,2
1,342094081,14,0
1,342094081,18,0
1,342095011,14,1090
1,342095011,18,0
1,342095011,17,0
1,342095031,17,2
1,342095031,18,0
1,342095031,14,3130
1,342099001,17,2173
1,342099001,14,622
1,342099001,18,1865
1,342099011,18,91
1,342099011,17,120
1,342099011,14,181
1,342099091,17,2181
1,342099091,18,1357
1,342099091,14,4340
1,342102111,18,0
1,342102111,14,0
1,342102111,17,2
1,342102131,14,0
1,342102151,18,0
1,342102151,14,0
1,342105011,17,24
1,342105021,18,0
1,342105021,17,0
1,342105031,14,0
1,342105031,17,0
1,342105031,18,0
1,342105071,17,8
1,342105071,18,0
1,342111001,18,940
1,342111001,14,237
1,342111001,17,132
2,342111001,14,597
1,342111011,18,152
1,342111011,17,12605
2,342111011,14,353
1,342111011,14,99
1,342111021,14,672
2,342111021,14,401
1,342111021,17,1320
1,342111021,18,1717
2,342111031,14,680
1,342111031,14,131
1,342111031,17,622
1,342111031,18,1279
1,342111071,14,592
1,342111071,17,2996
2,342111071,14,477
1,342111071,18,2831
1,342111081,14,86
1,342111081,17,230
1,342111081,18,36
1,342111091,17,5552
1,342111091,14,504
1,342111091,18,1860
1,342111101,18,441
1,342111101,14,1
1,342111101,17,0
2,342111111,18,741
1,342111111,17,176
1,342111111,14,346
2,342111111,17,1044
1,342111111,18,0
2,342111111,14,27
1,342115001,18,0
1,342115001,17,1
1,342115011,14,0
1,342115011,17,1
1,342115021,14,0
1,342115031,17,0
1,342115041,17,2
1,342115061,18,1
1,342115061,17,20
1,342115061,14,21
1,342115071,18,2
1,342115071,14,4
1,342115071,17,287
1,342115081,14,0
1,342115081,17,0
1,342115081,18,22
1,342115091,17,1
1,342115091,18,0
1,342115091,14,0
1,342115101,18,0
1,342115101,17,132
1,342115101,14,9
1,342115111,18,91
1,342115111,14,168
2,342115111,18,4266
2,342115111,17,6051
2,342115111,14,2544
1,342115111,17,0
2,342115121,14,2408
2,342115121,17,6042
1,342115121,18,22
3,342115121,18,786
2,342115121,18,3324
1,342115121,14,3
1,342115121,17,0
1,342115131,17,0
1,342115141,14,72
1,342115141,17,0
2,342115141,14,2617
1,342115141,18,0
2,342115141,17,6341
2,342115141,18,4449
1,342115151,14,711
1,342115151,17,0
2,342115151,17,5000
2,342115151,18,3454
1,342115151,18,433
2,342115151,14,1936
1,342115161,17,59
2,342115161,14,2408
1,342115161,18,32
3,342115161,18,786
2,342115161,18,3324
1,342115161,14,0
2,342115161,17,6042
1,342115171,17,55
2,342115171,14,1885
2,342115171,18,3358
2,342115171,17,4842
1,342115171,18,326
1,342115171,14,572
1,342115181,17,784
1,342115181,18,112
1,342115181,14,22
1,342115201,18,0
2,342115211,18,6128
2,342115211,14,3942
1,342115211,14,0
1,342115211,17,0
2,342115211,17,8769
1,342115211,18,0
2,342115221,18,2727
2,342115221,14,1822
2,342115221,17,4602
3,342115221,18,524
1,342115221,18,1
1,342115221,17,118
1,342115221,14,0
1,342115251,14,84
2,342115251,14,2283
1,342115251,17,316
1,342115251,18,132
2,342115251,17,5721
2,342115251,18,3221
3,342115251,18,794
2,342115261,18,2790
3,342115261,18,568
2,342115261,14,1885
1,342115261,17,158
1,342115261,18,34
2,342115261,17,4842
1,342115261,14,0
1,342115311,17,21
1,342115311,18,35
3,342115321,18,664
1,342115321,17,703
2,342115321,14,2019
1,342115321,14,616
2,342115321,17,5184
2,342115321,18,2924
1,342115321,18,494
1,342132001,17,3
1,342135001,17,0
1,342135001,14,0
1,342135001,18,0
2,342135001,14,874
1,342136001,18,0
1,342136001,17,1
1,342136001,14,0
1,342139001,17,0
1,342150001,14,28
1,342150001,17,184
1,342150001,18,546
1,342150011,14,22
1,342150011,17,608
1,342150011,18,470
1,342150021,18,872
1,342150021,17,380
1,342150021,14,642
1,342150031,14,118
1,342150031,17,162
1,342150031,18,158
1,342150041,17,418
1,342150041,18,204
2,342150041,18,266
1,342150041,14,0
1,342150051,17,64
2,342150051,14,60
1,342150051,18,24
1,342150051,14,0
1,342150061,17,68
2,342150061,14,44
1,342150061,18,2
1,342150071,17,18
2,342150071,18,124
1,342150071,18,10
1,342150071,14,18
1,342150081,17,317
2,342150081,14,66
2,342150081,18,36
1,342150081,14,16
1,342150081,18,144
1,342150091,18,1022
1,342150091,17,1718
2,342150101,14,21
1,342150101,17,48
1,342150101,14,28
1,342150101,18,0
1,342150111,18,420
1,342150111,17,410
1,342150111,14,0
1,342154021,14,0
4,342154021,18,1424
1,342154021,18,0
3,342154021,14,1318
3,342154021,17,2458
1,342154021,17,0
1,342154031,14,150
1,342154031,18,0
1,342154031,17,0
1,342154041,17,24
1,342154041,14,1528
1,342154041,18,0
1,342154071,17,0
1,342154071,14,0
1,342154081,17,0
1,342155021,17,0
1,342155021,18,0
1,342155021,14,8
1,342155031,14,0
1,342155031,18,0
1,342155031,17,0
1,342155051,17,0
3,342155051,17,2066
1,342155051,18,0
3,342155051,14,948
1,342155051,14,0
4,342155051,18,2185
1,342155061,14,0
1,342155061,18,0
1,342155061,17,0
1,342156011,18,0
1,342156011,17,0
1,342156011,14,1812
1,342156031,14,0
1,342156031,17,4
1,342156031,18,0
1,342156041,18,0
1,342156041,17,0
4,342158011,18,1694
3,342158011,17,2340
1,342158011,18,0
1,342158011,17,0
1,342158011,14,0
3,342158011,14,1168
1,342158021,14,854
1,342158021,17,0
1,342158021,18,0
1,342159031,17,0
1,342159031,14,0
4,342159031,18,918
4,342159031,14,796
2,342159031,17,4194
2,342159031,18,2164
1,342159031,18,0
4,342159031,17,1422
1,342159041,17,0
1,342159041,14,1074
1,342159041,18,108
4,342160011,18,9938
1,342160011,17,352
1,342160011,14,64
4,342160011,17,13126
4,342160011,14,7150
1,342160011,18,104
1,342163001,18,8
1,342163001,17,26
1,342163011,18,2012
1,342163011,14,1492
1,342163011,17,2478
2,342164011,17,131
1,342164011,18,0
2,342164011,14,105
2,342164011,18,78
1,342164011,17,0
2,342164021,14,484
1,342164021,17,0
1,342164021,14,90
1,342164021,18,0
1,342165011,18,0
1,342165021,18,0
1,342169031,18,0
1,342174001,17,0
1,342176001,18,12
1,342176001,17,8
1,342176011,14,14
1,342176011,18,20
1,342176011,17,2
1,342177011,14,128
1,342177011,17,89
1,342177011,18,118
1,342182001,17,248
1,342182001,18,96
1,342182001,14,20
1,342182011,14,624
1,342182011,18,22
1,342182011,17,576
1,342182021,18,0
1,342182041,18,200
1,342182041,17,1814
1,342182041,14,490
4,342182041,14,458
4,342182041,18,636
4,342182041,17,808
1,342185001,18,0
1,342185001,14,0
1,342185001,17,0
1,342185011,17,0
1,342185011,14,0
1,342185011,18,0
1,342185021,14,0
1,342185021,18,0
1,342185021,17,0
1,342185041,18,0
1,342185041,14,0
1,342185041,17,0
2,342186001,18,56
1,342186001,17,0
1,342186001,18,0
1,342186001,14,0
1,342186011,17,20
1,342186011,14,472
1,342186031,17,0
1,342186031,18,0
1,342186031,14,0
1,342186041,17,0
1,342186041,18,0
2,342186051,17,1665
1,342186051,18,126
1,342186051,17,0
1,342186051,14,0
1,342186061,17,0
1,342186061,18,72
1,342186061,14,0
2,342186061,17,1724
1,342187001,14,0
1,342187001,17,0
1,342187001,18,0
1,342187011,18,0
1,342187011,14,0
1,342187011,17,0
1,342187021,17,0
1,342187021,14,0
1,342187021,18,20
1,342187031,17,0
1,342187031,14,0
1,342187031,18,0
1,342187061,14,0
1,342187061,18,0
1,342187061,17,4
1,342187071,14,0
1,342187071,18,0
1,342187071,17,0
1,342187081,17,42
1,342187081,14,0
1,342187081,18,0
1,342187091,14,0
1,342187091,17,0
1,342187091,18,0
1,342187101,17,2
1,342187101,14,0
1,342187101,18,0
1,342187111,14,0
1,342187111,18,0
1,342187111,17,3
1,342187131,17,0
1,342187131,14,0
1,342187131,18,0
1,342187141,14,0
1,342187141,18,0
1,342187141,17,2
1,342188001,17,0
1,342188001,18,0
1,342188001,14,0
1,342188011,17,2
1,342188011,14,0
1,342188011,18,0
1,342188021,17,0
1,342188021,14,36
4,342199001,14,1066
1,342199001,17,62
4,342199001,17,1994
1,342199001,14,48
1,342199011,14,10
4,342199011,14,942
2,342199011,14,13
1,342199011,17,52
4,342199011,17,1758
1,342199021,14,50
4,342199021,17,2328
4,342199021,14,1252
1,342199021,17,78
1,342199031,14,40
4,342199031,14,815
2,342199031,14,6
4,342199031,17,1516
1,342199031,17,38
1,342215001,14,706
1,342215001,17,150
1,342215001,18,185
1,342219001,18,154
1,342219001,14,0
1,342219001,17,4986
1,342223001,17,30
1,342223001,14,0
1,342223001,18,214
1,342223011,17,214
1,342223011,18,198
1,342223011,14,174
1,342223021,18,148
1,342223021,17,128
1,342223021,14,548
1,342223031,18,16
1,342223031,14,0
1,342223031,17,12
1,342237001,18,0
1,342237001,14,0
1,342237001,17,0
1,342237011,18,0
1,342237011,14,579
1,342237011,17,0
1,342237021,17,0
1,342237021,18,0
1,342237021,14,172
4,342238001,18,2200
1,342238001,18,0
4,342238001,14,762
1,342238001,17,0
1,342238001,14,0
4,342238001,17,2208
4,342238011,17,3362
2,342238011,17,148
4,342238011,14,1156
1,342238011,18,0
1,342238011,14,0
1,342238011,17,0
4,342238011,18,3542
4,342238021,17,2431
1,342238021,14,0
1,342238021,18,0
4,342238021,18,2537
1,342238021,17,0
4,342238021,14,842
4,342238031,14,1255
4,342238031,18,2396
2,342238031,14,6
1,342238031,18,0
4,342238031,17,2819
1,342238031,17,0
1,342240001,17,0
1,342240001,14,0
1,342240001,18,0
1,342240011,17,0
1,342240011,18,0
1,342240011,14,172
1,342240021,17,0
1,342240021,14,0
1,342240021,18,0
1,342253001,17,92
1,342253001,18,120
1,342253001,14,78
1,342253021,14,48
1,342253021,17,122
1,342253021,18,120
1,342253031,18,422
1,342253031,14,288
1,342253031,17,732
1,342282001,18,0
1,342328021,18,0
1,342328021,14,0
1,342328031,17,0
1,342330011,17,0
1,342330021,18,0
1,342330031,14,0
1,342330041,18,0
1,342338001,17,13050
1,342338001,18,402
1,342338001,14,5324
1,342338011,18,0
1,342338011,14,6388
1,342338011,17,2784
1,342338021,18,10
1,342338021,14,1288
1,342338021,17,1042
1,342338031,17,2264
1,342338031,18,506
1,342338031,14,264
1,342338041,17,1050
1,342338041,14,0
1,342338041,18,71
1,342341001,17,1894
2,342341001,18,870
4,342341001,18,1
2,342341001,17,1496
1,342341001,18,98
4,342341001,17,1
2,342341001,14,882
1,342341001,14,712
1,342341011,17,5300
2,342341011,17,1436
2,342341011,18,1006
2,342341011,14,1160
1,342341011,14,1202
1,342341011,18,886
1,342341021,14,0
1,342341021,17,0
1,342341021,18,20
1,342341031,17,4878
1,342341031,18,2114
1,342341031,14,808
1,342341041,18,46
1,342341041,17,1900
1,342341041,14,890
1,342343001,14,2394
1,342343001,18,408
1,342343001,17,140
1,342343011,17,3126
1,342343011,14,2330
1,342343011,18,422
2,342343021,14,34
1,342343021,18,394
1,342343021,14,206
1,342343021,17,38
1,342360001,18,784
1,342360001,17,276
1,342360001,14,132
1,342416011,18,1730
1,342416011,17,894
1,342416011,14,256
1,342416041,18,1230
1,342416041,17,92
1,342416041,14,0
2,342416061,17,4121
1,342416061,17,132
1,342416061,14,1652
1,342416061,18,546
2,342416061,18,2142
1,342416071,17,1854
1,342416071,14,1374
1,342416071,18,1418
1,342418001,14,2686
1,342418001,18,1132
1,342418001,17,3642
1,342456021,18,292
1,342456021,14,0
1,342456021,17,196
1,342456041,18,1130
1,342456041,17,948
1,342456041,14,370
1,342456051,18,182
1,342456051,14,534
1,342456051,17,68
1,342456061,17,0
1,342456061,14,336
1,342456061,18,80
1,342464001,18,0
1,342464001,17,0
1,342464001,14,0
3,342518001,17,1949
1,342518001,17,1
2,342518001,17,785
2,342518001,18,176
2,342518001,14,722
1,342518001,14,0
3,342518001,14,1507
1,342518001,18,0
3,342518001,18,660
2,342518031,17,245
3,342518031,14,546
1,342518031,17,10
1,342518031,14,0
2,342518031,14,72
3,342518031,17,1939
1,342518031,18,0
3,342518031,18,1171
1,342518051,17,0
1,342518061,18,0
2,342518111,18,37
2,342518111,17,54
1,342518111,17,28
3,342518111,17,287
3,342518111,18,192
3,342518111,14,141
1,342518111,14,12
1,342518111,18,2
1,342518121,17,6
3,342518121,14,85
2,342518121,18,28
3,342518121,18,176
1,342518121,18,0
3,342518121,17,239
2,342518121,17,47
1,342518131,17,23
3,342518131,14,85
2,342518131,18,27
3,342518131,18,176
3,342518131,17,239
2,342518131,17,46
1,342518131,18,0
2,342520001,18,144
1,342520001,14,55
2,342520001,14,73
1,342520001,17,0
1,342520001,18,0
1,342520011,18,0
1,342520051,14,0
2,342520051,18,158
1,342520051,18,116
2,342520051,17,175
1,342520051,17,0
2,342520051,14,79
1,342520061,18,0
1,342520111,14,66
1,342520111,17,0
1,342520111,18,0
2,342520121,14,41
1,342520121,14,0
1,342520121,17,6
1,342520141,14,3246
2,342520141,14,806
1,342520141,17,8846
1,342520141,18,7162
1,342574011,18,540
1,342574011,17,370
4,342574011,18,14727
4,342574011,17,14963
1,342574011,14,168
4,342574011,14,6857
4,342574021,14,5863
4,342574021,17,12809
1,342574021,18,668
1,342574021,14,160
1,342574021,17,620
4,342574021,18,12435
1,342574041,17,0
1,342574041,14,0
1,342574041,18,0
1,342574051,14,30
1,342574051,17,28
1,342574051,18,25
1,342574101,14,0
1,342574101,17,0
1,342574111,14,0
2,342574111,17,281
1,342574111,18,0
1,342574111,17,2
1,342574121,14,0
1,342574121,17,8
1,342574121,18,0
1,342574141,14,0
1,342574141,17,0
1,342646001,18,0
1,342646001,17,0
1,342646001,14,134
1,342697011,18,0
1,342700011,14,0
1,342700011,18,0
1,342700021,17,0
1,342700021,18,0
1,343001001,17,136
1,343001001,18,0
1,343001001,14,28
1,343069011,17,0
1,343069011,18,0
1,343069021,18,0
1,343069021,14,22
1,343079011,14,10
2,343079011,14,6
1,343079031,18,10
1,343079031,17,14
1,343079031,14,20
2,343079031,14,21
1,343079041,17,18
1,343079041,18,20
1,343079041,14,15
2,343079051,14,10
1,343079051,18,2
1,343079051,14,6
1,343080011,18,0
1,343080011,17,10
1,343080011,14,120
1,343080021,18,0
1,343080021,17,6
1,343080021,14,161
1,343082011,17,4
1,343082011,14,108
1,343082011,18,8
1,343082031,14,118
1,343082031,17,0
1,343082031,18,14
1,343082041,17,20
1,343082041,14,38
1,343082041,18,8
1,343082051,14,110
1,343082051,18,12
1,343082051,17,24
1,343107041,18,0
1,343306021,14,0
1,343306021,17,2
1,343306041,18,0
1,343372001,14,3
4,343433001,18,826
4,343433001,14,610
1,343433001,14,39
1,343433001,18,11
1,343433001,17,118
4,343433001,17,1255
4,343435001,14,664
1,343435001,18,0
1,343435001,17,100
4,343435001,17,1345
4,343435001,18,889
1,343435001,14,14
4,343440001,18,865
4,343440001,14,650
1,343440001,17,81
4,343440001,17,1296
1,343440001,18,10
1,343440001,14,7
1,343440011,18,0
1,343440011,17,2
1,343440011,14,9
1,343441001,17,2
1,343441001,18,28
1,343441001,14,8
1,343441011,14,208
1,343441011,17,24
1,343441011,18,36
1,343441021,18,50
1,343441021,17,34
1,343441021,14,20
1,343441031,18,32
1,343441031,17,28
1,343441031,14,52
1,343441041,14,170
1,343441041,17,24
1,343441041,18,86
1,343441051,17,432
1,343441051,18,656
1,343441051,14,144
1,343441061,18,414
1,343441061,17,430
1,343441061,14,66
1,343441071,14,74
1,343441071,18,372
1,343441071,17,252
1,343441081,18,46
1,343441081,14,190
1,343441081,17,46
1,343441121,17,14
1,343441121,14,10
1,343441121,18,4
1,343482001,18,30
1,343482001,17,38
2,343482001,14,18
1,343482001,14,49
1,343482011,17,90
1,343482011,18,76
1,343482011,14,69
1,343482021,18,123
1,343482021,14,63
1,343482021,17,71
1,343482031,17,0
1,343482031,14,0
2,343482031,14,38
1,344002001,14,0
1,344002001,17,0
1,344003001,17,0
1,344004001,17,0
1,344004011,17,0
1,344013011,18,7
1,344013041,18,9
1,344013041,14,79
1,344013041,17,124
1,344013051,18,7
1,344013071,14,123
1,344013071,18,41
1,344013081,17,100
1,344013081,14,245
1,344013081,18,17
1,344013091,18,0
1,344013091,17,33
1,344013111,17,0
1,344013111,18,0
2,344013111,14,13
1,344013111,14,141
1,344014011,18,10
1,344014011,14,26
1,344014011,17,9
1,344014021,18,4
1,344014031,18,23
1,344014031,14,23
1,344014031,17,2
1,344014041,18,0
1,344014041,17,5
1,344014051,17,0
1,344014051,18,0
1,344014071,18,34
1,344014071,14,144
1,344014071,17,24
1,344017001,18,0
2,344017001,14,166
1,344017001,17,19
2,344017011,14,166
1,344017011,18,0
1,344017011,17,0
1,344017021,18,0
1,344017021,17,1
2,344017021,14,129
1,344021041,18,16
1,344021051,18,2
1,344022011,17,72
1,344022031,17,0
1,344022031,14,2
1,344022041,17,0
1,344022041,18,0
1,344024051,18,0
1,344025051,18,0
1,344025051,14,0
1,344025061,18,0
1,344026011,18,0
1,344026011,14,2
1,344026011,17,0
1,344026021,14,331
1,344026021,17,0
1,344026021,18,6
2,344026021,14,31
1,344026031,18,321
1,344026031,14,804
2,344026031,14,25
1,344026031,17,47
1,344026041,18,0
2,344026041,14,64
1,344026041,17,0
1,344026041,14,425
1,344026051,17,268
1,344026051,14,1185
1,344026051,18,472
1,344026071,17,14
1,344026071,14,0
2,344026071,18,28
1,344026071,18,5
1,344034011,18,0
1,344034041,18,0
1,344034041,14,0
1,344034071,18,0
1,344034081,18,0
1,344037061,18,0
1,344054001,14,50
1,344055041,18,0
1,344055041,14,774
1,344055051,18,0
1,344055071,14,2
1,344055071,18,12
1,344056001,18,0
2,344057011,17,67
1,344057011,18,0
1,344057011,14,0
1,344057021,17,0
1,344057021,18,0
1,344057031,14,0
1,344057031,18,0
1,344057031,17,0
1,344057041,14,0
1,344057041,18,0
1,344057051,18,0
1,344057051,17,0
1,344057061,14,0
1,344057061,17,0
1,344057061,18,0
1,344058001,14,2670
1,344058001,18,0
1,344061011,14,200
2,344061011,17,40
1,344061011,18,1024
1,344061011,17,42
2,344061011,14,36
1,344061021,14,308
1,344061021,17,122
1,344061021,18,132
1,344061031,17,0
1,344061031,14,24
1,344061041,18,10
1,344061041,14,6
1,344061041,17,2
1,344061051,14,838
1,344061051,17,376
1,344061051,18,496
2,344061061,17,50
1,344061061,18,644
1,344061061,17,120
1,344061061,14,256
1,344069001,18,3442
1,344069001,14,3554
4,344069001,14,894
1,344069001,17,6946
4,344069001,18,1084
4,344069001,17,1818
1,344071011,18,10
1,344073001,17,0
1,344073001,18,16
1,344073011,17,0
