PRD_NBR,PERIOD,prc_lb,prc_ub
482041001,3,7.18,17.94
482041001,4,7.18,17.94
482041001,99,2.69,15.25
482041011,1,7.18,17.94
482041011,2,7.18,17.94
482041011,3,7.18,17.94
482041011,4,7.18,17.94
482041011,99,2.69,15.25
482042001,1,3.58,8.94
482042001,2,3.58,8.94
482042001,3,3.58,8.94
482042001,4,3.58,8.94
482042001,99,1.34,7.6
482043001,1,5.98,14.94
482043001,2,5.98,14.94
482043001,3,5.98,14.94
482043001,4,5.98,14.94
482043011,1,5.98,14.94
482043011,2,5.98,14.94
482043011,3,5.98,14.94
482043011,4,5.98,14.94
482045001,1,5.18,12.94
482045001,2,5.18,12.94
482045001,3,5.18,12.94
482045001,4,5.18,12.94
482045001,99,1.94,11
482046001,1,3.98,9.94
482046001,2,3.98,9.94
482046001,3,3.98,9.94
482046001,4,3.98,9.94
482046001,99,1.49,8.45
482046011,1,3.98,9.94
482046011,2,3.98,9.94
482046011,3,3.98,9.94
482046011,4,3.98,9.94
482046011,99,1.49,8.45
482047001,1,5.18,12.94
482047001,2,5.18,12.94
482047001,3,5.18,12.94
482047001,4,5.18,12.94
482047001,99,1.94,11
482049001,1,3.98,9.94
482049001,2,3.98,9.94
482049001,3,3.98,9.94
482049001,4,3.98,9.94
482049001,99,1.49,8.45
482049011,1,3.98,9.94
482049011,2,3.98,9.94
482049011,3,3.98,9.94
482049011,4,3.98,9.94
482049011,99,1.49,8.45
482049021,1,3.98,9.94
482049021,2,3.98,9.94
482049021,3,3.98,9.94
482049021,99,1.49,8.45
482049031,1,3.98,9.94
482049031,2,3.98,9.94
482049031,3,3.98,9.94
482049031,99,1.49,8.45
482049041,1,3.98,9.94
482049041,2,3.98,9.94
482049041,3,3.98,9.94
482049041,99,1.49,8.45
482049051,1,3.98,9.94
482049051,2,3.98,9.94
482049051,3,3.98,9.94
482049051,4,3.98,9.94
482049051,99,1.49,8.45
482049061,1,3.98,9.94
482049061,2,3.98,9.94
482049061,3,3.98,9.94
482049061,4,3.98,9.94
482049061,99,1.49,8.45
482049071,1,3.98,9.94
482049071,2,3.98,9.94
482049071,3,3.98,9.94
482049071,4,3.98,9.94
482049071,99,1.49,8.45
482049101,1,3.98,9.94
482049101,2,3.98,9.94
482049101,3,3.98,9.94
482049101,4,3.98,9.94
482049101,99,1.49,8.45
482049121,1,3.98,9.94
482049121,2,3.98,9.94
482049121,3,3.98,9.94
482049121,99,1.49,8.45
482050001,1,3.18,7.94
482050001,2,3.18,7.94
482050001,3,3.18,7.94
482050001,99,1.19,6.75
482050011,1,3.18,7.94
482050011,2,3.18,7.94
482050011,3,3.18,7.94
482050011,99,1.19,6.75
482050021,1,3.18,7.94
482050021,2,3.18,7.94
482050021,3,3.18,7.94
482050021,4,3.18,7.94
482050021,99,1.19,6.75
482050031,1,3.18,7.94
482050031,2,3.18,7.94
482050031,3,3.18,7.94
482050031,4,3.18,7.94
482050031,99,1.19,6.75
482050041,1,3.18,7.94
482050041,2,3.18,7.94
482050041,3,3.18,7.94
482050041,4,3.18,7.94
482050041,99,1.19,6.75
482050051,1,3.18,7.94
482050051,2,3.18,7.94
482050051,3,3.18,7.94
482050051,4,3.18,7.94
482050051,99,1.19,6.75
482050061,1,3.18,7.94
482050061,2,3.18,7.94
482050061,3,3.18,7.94
482050061,4,3.18,7.94
482050061,99,1.19,6.75
482050071,1,3.18,7.94
482050071,2,3.18,7.94
482050071,3,3.18,7.94
482050071,4,3.18,7.94
482050071,99,1.19,6.75
482050081,1,3.18,7.94
482050081,2,3.18,7.94
482050081,3,3.18,7.94
482050081,4,3.18,7.94
482050081,99,1.19,6.75
482050091,1,3.18,7.94
482050091,2,3.18,7.94
482050091,3,3.18,7.94
482050091,4,3.18,7.94
482050091,99,1.19,6.75
482050101,1,3.18,7.94
482050101,2,3.18,7.94
482050101,3,3.18,7.94
482050101,4,3.18,7.94
482050101,99,1.19,6.75
482050131,1,3.18,7.94
482050131,2,3.18,7.94
482050131,3,3.18,7.94
482050131,4,3.18,7.94
482050141,1,3.18,7.94
482050141,2,3.18,7.94
482050141,3,3.18,7.94
482050141,4,3.18,7.94
482050151,1,3.18,7.94
482050151,2,3.18,7.94
482050151,3,3.18,7.94
482050151,4,3.18,7.94
482050161,1,3.18,7.94
482050161,2,3.18,7.94
482050161,3,3.18,7.94
482050161,4,3.18,7.94
482051001,1,10.78,26.94
482051001,2,10.78,26.94
482051001,3,10.78,26.94
482051001,4,10.78,26.94
482062001,1,6.78,16.94
482062001,2,6.78,16.94
482062001,3,6.78,16.94
482062001,4,6.78,16.94
482062001,99,2.54,14.4
482062011,1,6.78,16.94
482062011,2,6.78,16.94
482062011,3,6.78,16.94
482062011,4,6.78,16.94
482062011,99,2.54,14.4
482062021,1,6.78,16.94
482062021,2,6.78,16.94
482062021,3,6.78,16.94
482062021,4,6.78,16.94
482062021,99,2.54,14.4
482064001,1,0.8,2
482064001,2,0.8,2
482064001,3,0.8,2
482064001,4,0.8,2
482064011,1,0.8,2
482064011,2,0.8,2
482064011,3,0.8,2
482064011,4,0.8,2
482078001,1,9.98,24.94
482078001,2,9.98,24.94
482078001,3,9.98,24.94
482078001,4,9.98,24.94
482078001,99,3.74,21.2
482078011,1,9.98,24.94
482078011,2,9.98,24.94
482078011,3,9.98,24.94
482078011,4,9.98,24.94
482078011,99,3.74,21.2
482079001,1,7.18,17.94
482079001,2,7.18,17.94
482079001,3,7.18,17.94
482079001,4,7.18,17.94
482079001,99,2.69,15.25
482079011,1,7.18,17.94
482079011,2,7.18,17.94
482079011,3,7.18,17.94
482079011,4,7.18,17.94
482079011,99,2.69,15.25
482082001,1,3.98,9.94
482082001,2,3.98,9.94
482082001,3,3.98,9.94
482082001,4,3.98,9.94
482082001,99,1.49,8.45
482082011,1,3.98,9.94
482082011,2,3.98,9.94
482082011,3,3.98,9.94
482082011,4,3.98,9.94
482082011,99,1.49,8.45
482083001,1,3.98,9.94
482083001,2,3.98,9.94
482083001,3,3.98,9.94
482083001,4,3.98,9.94
482083001,99,1.49,8.45
482083011,1,3.98,9.94
482083011,2,3.98,9.94
482083011,3,3.98,9.94
482083011,4,3.98,9.94
482083011,99,1.49,8.45
482083021,1,3.98,9.94
482083021,2,3.98,9.94
482083021,3,3.98,9.94
482083021,4,3.98,9.94
482083021,99,1.49,8.45
482083031,1,3.98,9.94
482083031,2,3.98,9.94
482083031,3,3.98,9.94
482083031,4,3.98,9.94
482083031,99,1.49,8.45
482083041,1,3.98,9.94
482083041,2,3.98,9.94
482083041,3,3.98,9.94
482083041,4,3.98,9.94
482083051,1,3.98,9.94
482083051,2,3.98,9.94
482083051,3,3.98,9.94
482083051,4,3.98,9.94
482083061,1,3.98,9.94
482083061,2,3.98,9.94
482083061,3,3.98,9.94
482083061,4,3.98,9.94
482087001,1,5.98,14.94
482087001,2,5.98,14.94
482087001,3,5.98,14.94
482087001,4,5.98,14.94
482087001,99,2.24,12.7
482087011,1,5.98,14.94
482087011,2,5.98,14.94
482087011,3,5.98,14.94
482087011,4,5.98,14.94
482087011,99,2.24,12.7
482087021,1,5.98,14.94
482087021,2,5.98,14.94
482087021,3,5.98,14.94
482087021,4,5.98,14.94
482087021,99,2.24,12.7
482087031,1,5.98,14.94
482087031,2,5.98,14.94
482087031,3,5.98,14.94
482087031,4,5.98,14.94
482087031,99,2.24,12.7
482092001,1,3.98,9.94
482092001,2,3.98,9.94
482092001,3,3.98,9.94
482092001,4,3.98,9.94
482092001,99,1.49,8.45
482092011,1,3.98,9.94
482092011,2,3.98,9.94
482092011,3,3.98,9.94
482092011,4,3.98,9.94
482092011,99,1.49,8.45
482092021,1,3.98,9.94
482092021,2,3.98,9.94
482092021,3,3.98,9.94
482092021,4,3.98,9.94
482092021,99,1.49,8.45
482092031,1,3.98,9.94
482092031,2,3.98,9.94
482092031,3,3.98,9.94
482092031,4,3.98,9.94
482092031,99,1.49,8.45
482092041,1,3.98,9.94
482092041,2,3.98,9.94
482092041,99,1.49,8.45
482097001,1,13.8,34.5
482097001,2,13.8,34.5
482097001,3,13.8,34.5
482097001,4,13.8,34.5
482098011,1,5.98,14.94
482098011,2,5.98,14.94
482098011,3,5.98,14.94
482098011,4,5.98,14.94
482098011,99,2.24,12.7
482098031,1,5.98,14.94
482098031,2,5.98,14.94
482098031,3,5.98,14.94
482098031,4,5.98,14.94
482098031,99,2.24,12.7
482105001,1,7.98,19.94
482105001,2,7.98,19.94
482105001,99,2.99,16.95
482106001,1,7.98,19.94
482106001,2,7.98,19.94
482106001,99,2.99,16.95
482108001,1,7.98,19.94
482108001,2,7.98,19.94
482108001,99,2.99,16.95
482109001,1,7.98,19.94
482109001,2,7.98,19.94
482109001,99,2.99,16.95
482116001,1,7.98,19.94
482116001,2,7.98,19.94
482116001,3,7.98,19.94
482116001,4,7.98,19.94
482116001,99,2.99,16.95
482116011,1,7.98,19.94
482116011,2,7.98,19.94
482116011,3,7.98,19.94
482116011,4,7.98,19.94
482116011,99,2.99,16.95
482118001,1,7.98,19.94
482118001,2,7.98,19.94
482118001,99,2.99,16.95
482119001,1,10.78,26.94
482119001,2,10.78,26.94
482119001,3,10.78,26.94
482119001,4,10.78,26.94
482119001,99,4.04,22.9
482121001,1,10.78,26.94
482121001,2,10.78,26.94
482121001,3,10.78,26.94
482121001,4,10.78,26.94
482121001,99,4.04,22.9
482124001,1,9.98,24.94
482124001,2,9.98,24.94
482124001,3,9.98,24.94
482124001,4,9.98,24.94
482124001,99,3.74,21.2
482136001,1,5.98,14.94
482136001,2,5.98,14.94
482136001,3,5.98,14.94
482136001,4,5.98,14.94
482137001,1,6.78,16.94
482137001,2,6.78,16.94
482137001,3,6.78,16.94
482137001,4,6.78,16.94
482137001,99,2.54,14.4
482137021,1,6.78,16.94
482137021,2,6.78,16.94
482137021,3,6.78,16.94
482137021,4,6.78,16.94
482137021,99,2.54,14.4
482137041,1,6.78,16.94
482137041,2,6.78,16.94
482137041,3,6.78,16.94
482137041,4,6.78,16.94
482137041,99,2.54,14.4
482138001,1,6.78,16.94
482138001,2,6.78,16.94
482138001,3,6.78,16.94
482138001,4,6.78,16.94
482138001,99,2.54,14.4
482138011,1,6.78,16.94
482138011,2,6.78,16.94
482138011,3,6.78,16.94
482138011,4,6.78,16.94
482138021,1,6.78,16.94
482138021,2,6.78,16.94
482138021,3,6.78,16.94
482138021,4,6.78,16.94
482140001,1,5.18,12.94
482140001,2,5.18,12.94
482140001,3,5.18,12.94
482140001,4,5.18,12.94
482140011,1,5.18,12.94
482140011,2,5.18,12.94
482140011,3,5.18,12.94
482140011,4,5.18,12.94
482140011,99,1.94,11
482144011,1,5.98,14.94
482144011,2,5.98,14.94
482144011,3,5.98,14.94
482144011,4,5.98,14.94
482144021,1,5.98,14.94
482144021,2,5.98,14.94
482144021,3,5.98,14.94
482144021,4,5.98,14.94
482144021,99,2.24,12.7
482145001,1,14.78,36.94
482145001,2,14.78,36.94
482145001,3,14.78,36.94
482145001,4,14.78,36.94
482145001,99,5.54,31.4
482146001,1,15.98,39.94
482146001,2,15.98,39.94
482146001,3,15.98,39.94
482146001,4,15.98,39.94
482146001,99,5.99,33.95
482147001,1,13.18,32.94
482147001,2,13.18,32.94
482148001,1,5.18,12.94
482148001,2,5.18,12.94
482148001,99,1.94,11
482148011,1,5.18,12.94
482148011,2,5.18,12.94
482148011,99,1.94,11
482148021,1,5.18,12.94
482148021,2,5.18,12.94
482148021,99,1.94,11
482148031,1,5.18,12.94
482148031,2,5.18,12.94
482148031,99,1.94,11
482150001,1,7.18,17.94
482150001,2,7.18,17.94
482150001,3,7.18,17.94
482150001,4,7.18,17.94
482150001,99,2.69,15.25
482150031,1,7.18,17.94
482150031,2,7.18,17.94
482150031,3,7.18,17.94
482150031,4,7.18,17.94
482150031,99,2.69,15.25
482150041,1,7.18,17.94
482150041,2,7.18,17.94
482150041,3,7.18,17.94
482150041,4,7.18,17.94
482150041,99,2.69,15.25
482151001,1,5.18,12.94
482151001,2,5.18,12.94
482151001,3,5.18,12.94
482151001,99,1.94,11
482151011,1,5.18,12.94
482151011,2,5.18,12.94
482151011,3,5.18,12.94
482151011,99,1.94,11
482152001,1,6.78,16.94
482152001,2,6.78,16.94
482152001,3,6.78,16.94
482152001,4,6.78,16.94
482152001,99,2.54,14.4
482152011,1,6.78,16.94
482152011,2,6.78,16.94
482152011,3,6.78,16.94
482152011,4,6.78,16.94
482152011,99,2.54,14.4
482152031,1,6.78,16.94
482152031,2,6.78,16.94
482152031,3,6.78,16.94
482152031,4,6.78,16.94
482152031,99,2.54,14.4
482154001,1,3.18,7.94
482154001,2,3.18,7.94
482154001,3,3.18,7.94
482154001,4,3.18,7.94
482154001,99,1.19,6.75
482154011,1,3.18,7.94
482154011,2,3.18,7.94
482154011,3,3.18,7.94
482154011,4,3.18,7.94
482154011,99,1.19,6.75
482154021,1,3.18,7.94
482154021,2,3.18,7.94
482154021,3,3.18,7.94
482154021,4,3.18,7.94
482154021,99,1.19,6.75
482154031,1,3.18,7.94
482154031,2,3.18,7.94
482154031,3,3.18,7.94
482154031,4,3.18,7.94
482154031,99,1.19,6.75
482154041,1,3.18,7.94
482154041,2,3.18,7.94
482154041,3,3.18,7.94
482154041,4,3.18,7.94
482154041,99,1.19,6.75
482156001,1,6.78,16.94
482156001,2,6.78,16.94
482156001,3,6.78,16.94
482156001,4,6.78,16.94
482156001,99,2.54,14.4
482156011,1,6.78,16.94
482156011,2,6.78,16.94
482156011,3,6.78,16.94
482156011,4,6.78,16.94
482156011,99,2.54,14.4
482156021,1,6.78,16.94
482156021,2,6.78,16.94
482156021,3,6.78,16.94
482156021,4,6.78,16.94
482156021,99,2.54,14.4
482159001,1,3.58,8.94
482159001,2,3.58,8.94
482159001,3,3.58,8.94
482159001,4,3.58,8.94
482159001,99,1.34,7.6
482159011,1,3.58,8.94
482159011,2,3.58,8.94
482159011,3,3.58,8.94
482159011,4,3.58,8.94
482159011,99,1.34,7.6
482160001,1,5.18,12.94
482160001,2,5.18,12.94
482160001,99,1.94,11
482160021,1,5.18,12.94
482160021,2,5.18,12.94
482160021,99,1.94,11
482160031,1,5.18,12.94
482160031,2,5.18,12.94
482160031,99,1.94,11
482161001,1,13.98,34.94
482161001,2,13.98,34.94
482161001,99,5.24,29.7
482161011,1,13.98,34.94
482161011,2,13.98,34.94
482161011,99,5.24,29.7
482162001,1,6.78,16.94
482162001,2,6.78,16.94
482162001,3,6.78,16.94
482162001,4,6.78,16.94
482163001,1,5.98,14.94
482163001,2,5.98,14.94
482163001,99,2.24,12.7
482163011,1,5.98,14.94
482163011,2,5.98,14.94
482163011,99,2.24,12.7
482163021,1,5.98,14.94
482163021,2,5.98,14.94
482163021,99,2.24,12.7
482166001,1,9.98,24.94
482166001,2,9.98,24.94
482166001,99,3.74,21.2
482166011,1,9.98,24.94
482166011,2,9.98,24.94
482166011,99,3.74,21.2
482168001,1,11.98,29.94
482168001,2,11.98,29.94
482168001,99,4.49,25.45
482169001,1,5.98,14.94
482169001,2,5.98,14.94
482169001,3,5.98,14.94
482169001,4,5.98,14.94
482169001,99,2.24,12.7
482171001,1,4.38,10.94
482171001,2,4.38,10.94
482171001,3,4.38,10.94
482171001,99,1.64,9.3
482171011,1,4.38,10.94
482171011,2,4.38,10.94
482171011,3,4.38,10.94
482171011,99,1.64,9.3
482171021,1,4.38,10.94
482171021,2,4.38,10.94
482171021,3,4.38,10.94
482171021,99,1.64,9.3
482174001,1,9.98,24.94
482174001,2,9.98,24.94
482174001,99,3.74,21.2
482176001,1,9.98,24.94
482176001,2,9.98,24.94
482176001,3,9.98,24.94
482176001,4,9.98,24.94
482176001,99,3.74,21.2
482177001,1,5.18,12.94
482177001,2,5.18,12.94
482177001,3,5.18,12.94
482177001,4,5.18,12.94
482177001,99,1.94,11
482188001,1,3.98,9.94
482188001,2,3.98,9.94
482188001,3,3.98,9.94
482188001,4,3.98,9.94
482188001,99,1.49,8.45
482188011,1,3.98,9.94
482188011,2,3.98,9.94
482188011,3,3.98,9.94
482188011,4,3.98,9.94
482188011,99,1.49,8.45
482188021,1,3.98,9.94
482188021,2,3.98,9.94
482188021,3,3.98,9.94
482188021,4,3.98,9.94
482188021,99,1.49,8.45
482188031,1,3.98,9.94
482188031,2,3.98,9.94
482188031,3,3.98,9.94
482188031,4,3.98,9.94
482188031,99,1.49,8.45
482189001,1,15.98,39.94
482189001,2,15.98,39.94
482189001,3,15.98,39.94
482189001,4,15.98,39.94
482189001,99,5.99,33.95
482194001,1,15.98,39.94
482194001,2,15.98,39.94
482194001,3,15.98,39.94
482194001,4,15.98,39.94
482194001,99,5.99,33.95
482207001,1,7.98,19.94
482207001,2,7.98,19.94
482207001,3,7.98,19.94
482207001,4,7.98,19.94
482207001,99,2.99,16.95
482207011,1,6.78,16.94
482207011,2,6.78,16.94
482207011,99,2.54,14.4
482207021,1,7.98,19.94
482207021,2,7.98,19.94
482207021,3,7.98,19.94
482207021,4,7.98,19.94
482207021,99,2.99,16.95
482207031,1,6.78,16.94
482207031,2,6.78,16.94
482207031,99,2.54,14.4
482207041,1,6.78,16.94
482207041,2,6.78,16.94
482207041,3,6.78,16.94
482207041,4,6.78,16.94
482207041,99,2.54,14.4
482208001,1,15.98,39.94
482208001,2,15.98,39.94
482208001,3,15.98,39.94
482208001,4,15.98,39.94
482208001,99,5.99,33.95
482212001,1,10.78,26.94
482212001,2,10.78,26.94
482212001,99,4.04,22.9
482212011,1,10.78,26.94
482212011,2,10.78,26.94
482212011,99,4.04,22.9
482214001,1,3.18,7.94
482214001,2,3.18,7.94
482214001,3,3.18,7.94
482214001,4,3.18,7.94
482214001,99,1.19,6.75
482214011,1,3.18,7.94
482214011,2,3.18,7.94
482214011,3,3.18,7.94
482214011,4,3.18,7.94
482214011,99,1.19,6.75
482214021,1,3.18,7.94
482214021,2,3.18,7.94
482214021,99,1.19,6.75
482215001,1,5.18,12.94
482215001,2,5.18,12.94
482215001,3,5.18,12.94
482215001,4,5.18,12.94
482215001,99,1.94,11
482215011,1,5.18,12.94
482215011,2,5.18,12.94
482215011,3,5.18,12.94
482215011,4,5.18,12.94
482215011,99,1.94,11
482215021,1,5.18,12.94
482215021,2,5.18,12.94
482215021,3,5.18,12.94
482215021,4,5.18,12.94
482215021,99,1.94,11
482215031,1,5.18,12.94
482215031,2,5.18,12.94
482215031,3,5.18,12.94
482215031,4,5.18,12.94
482215031,99,1.94,11
482215041,1,5.18,12.94
482215041,2,5.18,12.94
482215041,3,5.18,12.94
482215041,4,5.18,12.94
482215041,99,1.94,11
482215051,1,5.18,12.94
482215051,2,5.18,12.94
482215051,3,5.18,12.94
482215051,4,5.18,12.94
482215051,99,1.94,11
482215061,1,5.18,12.94
482215061,2,5.18,12.94
482215061,99,1.94,11
482218001,1,5.18,12.94
482218001,2,5.18,12.94
482218011,1,5.18,12.94
482218011,2,5.18,12.94
482218021,1,5.18,12.94
482218021,2,5.18,12.94
482219001,1,9.18,22.94
482219001,2,9.18,22.94
482219001,3,9.18,22.94
482219001,4,9.18,22.94
482219001,99,3.44,19.5
482231001,1,9.98,24.94
482231001,2,9.98,24.94
482231001,3,9.98,24.94
482231001,4,9.98,24.94
482231001,99,3.74,21.2
482232001,1,3.98,9.94
482232001,2,3.98,9.94
482232001,3,3.98,9.94
482232001,4,3.98,9.94
482232011,1,3.98,9.94
482232011,2,3.98,9.94
482232011,3,3.98,9.94
482232011,4,3.98,9.94
482232021,1,3.98,9.94
482232021,2,3.98,9.94
482232021,3,3.98,9.94
482232021,4,3.98,9.94
482232031,1,3.98,9.94
482232031,2,3.98,9.94
482232031,3,3.98,9.94
482232031,4,3.98,9.94
482232031,99,1.49,8.45
482232041,1,3.98,9.94
482232041,2,3.98,9.94
482232041,3,3.98,9.94
482232041,4,3.98,9.94
482232041,99,1.49,8.45
482232051,1,3.98,9.94
482232051,2,3.98,9.94
482232051,3,3.98,9.94
482232051,4,3.98,9.94
482232061,1,3.98,9.94
482232061,2,3.98,9.94
482232061,3,3.98,9.94
482232061,4,3.98,9.94
482232061,99,1.49,8.45
482232071,1,3.98,9.94
482232071,2,3.98,9.94
482232071,3,3.98,9.94
482232071,4,3.98,9.94
482232071,99,1.49,8.45
482232121,1,3.98,9.94
482232121,2,3.98,9.94
482232121,3,3.98,9.94
482232121,4,3.98,9.94
482232161,1,3.98,9.94
482232161,2,3.98,9.94
482232161,3,3.98,9.94
482232161,4,3.98,9.94
482468001,1,2.6,6.5
482468001,2,2.6,6.5
482468001,3,2.6,6.5
482468001,4,2.6,6.5
483005001,1,3.98,9.94
483005001,2,3.98,9.94
483005001,3,3.98,9.94
483005001,4,3.98,9.94
483005011,1,3.98,9.94
483005011,2,3.98,9.94
483005011,3,3.98,9.94
483005011,4,3.98,9.94
483005021,1,3.98,9.94
483005021,2,3.98,9.94
483005021,3,3.98,9.94
483005021,4,3.98,9.94
483030001,1,15.98,39.94
483030001,2,15.98,39.94
483030001,3,15.98,39.94
483030001,4,15.98,39.94
483030001,99,5.99,33.95
483050001,1,2,5
483050001,2,2,5
483050001,3,2,5
483050001,4,2,5
483050001,99,0.75,4.25
483050011,1,2,5
483050011,2,2,5
483050011,3,2,5
483050011,4,2,5
483050011,99,0.75,4.25
483050021,1,2,5
483050021,2,2,5
483050021,3,2,5
483050021,4,2,5
483050021,99,0.75,4.25
483051001,1,9.98,24.94
483051001,2,9.98,24.94
483051001,3,9.98,24.94
483051001,4,9.98,24.94
483051001,99,3.74,21.2
483051011,1,9.98,24.94
483051011,2,9.98,24.94
483051011,3,9.98,24.94
483051011,4,9.98,24.94
483051011,99,3.74,21.2
483061001,1,13.98,34.94
483061001,2,13.98,34.94
483061001,3,13.98,34.94
483061001,4,13.98,34.94
483061001,99,5.24,29.7
483061011,1,13.98,34.94
483061011,2,13.98,34.94
483061011,3,13.98,34.94
483061011,4,13.98,34.94
483061011,99,5.24,29.7
483064001,1,9.18,22.94
483064001,2,9.18,22.94
483064001,3,9.18,22.94
483064001,4,9.18,22.94
483064001,99,3.44,19.5
483064011,1,9.18,22.94
483064011,2,9.18,22.94
483064011,3,9.18,22.94
483064011,4,9.18,22.94
483064011,99,3.44,19.5
483064021,1,9.18,22.94
483064021,2,9.18,22.94
483064021,3,9.18,22.94
483064021,4,9.18,22.94
483064021,99,3.44,19.5
483067001,1,7.98,19.94
483067001,2,7.98,19.94
483067001,3,7.98,19.94
483067001,4,7.98,19.94
486015001,1,5.98,14.94
486015001,2,5.98,14.94
486015001,3,5.98,14.94
486015001,4,5.98,14.94
486015001,99,2.24,12.7
486015011,1,5.98,14.94
486015011,2,5.98,14.94
486015011,3,5.98,14.94
486015011,4,5.98,14.94
486015011,99,2.24,12.7
486019001,1,5.18,12.94
486019001,2,5.18,12.94
486019001,3,5.18,12.94
486019001,4,5.18,12.94
486019001,99,1.94,11
486019011,1,5.18,12.94
486019011,2,5.18,12.94
486019011,3,5.18,12.94
486019011,4,5.18,12.94
486019011,99,1.94,11
486019021,1,5.18,12.94
486019021,2,5.18,12.94
486019021,3,5.18,12.94
486019021,4,5.18,12.94
486019021,99,1.94,11
486019031,1,5.18,12.94
486019031,2,5.18,12.94
486019031,3,5.18,12.94
486019031,4,5.18,12.94
486019031,99,1.94,11
486020001,1,14.78,36.94
486020001,2,14.78,36.94
486020001,3,14.78,36.94
486020001,4,14.78,36.94
486020011,1,14.78,36.94
486020011,2,14.78,36.94
486020011,3,14.78,36.94
486020011,4,14.78,36.94
486020021,1,14.78,36.94
486020021,2,14.78,36.94
486020021,3,14.78,36.94
486020021,4,14.78,36.94
486028001,1,13.98,34.94
486028001,2,13.98,34.94
486028001,3,13.98,34.94
486028001,4,13.98,34.94
486030001,1,5.98,14.94
486030001,2,5.98,14.94
486030001,3,5.98,14.94
486030001,4,5.98,14.94
486030011,1,5.98,14.94
486030011,2,5.98,14.94
486030011,3,5.98,14.94
486030011,4,5.98,14.94
486030011,99,2.24,12.7
486030031,1,5.98,14.94
486030031,2,5.98,14.94
486030031,3,5.98,14.94
486030031,4,5.98,14.94
486030041,1,5.98,14.94
486030041,2,5.98,14.94
486030041,3,5.98,14.94
486030041,4,5.98,14.94
486030041,99,2.24,12.7
486030051,1,5.98,14.94
486030051,2,5.98,14.94
486030051,3,5.98,14.94
486030051,4,5.98,14.94
486030051,99,2.24,12.7
486030061,1,5.98,14.94
486030061,2,5.98,14.94
486030061,3,5.98,14.94
486030061,4,5.98,14.94
486030061,99,2.24,12.7
486032001,1,7.18,17.94
486032001,2,7.18,17.94
486032001,3,7.18,17.94
486032001,4,7.18,17.94
486032001,99,2.69,15.25
486032011,1,7.18,17.94
486032011,2,7.18,17.94
486032011,3,7.18,17.94
486032011,4,7.18,17.94
486032011,99,2.69,15.25
486032021,1,7.18,17.94
486032021,2,7.18,17.94
486032021,3,7.18,17.94
486032021,4,7.18,17.94
486032021,99,2.69,15.25
486032031,1,7.18,17.94
486032031,2,7.18,17.94
486032031,3,7.18,17.94
486032031,4,7.18,17.94
486032031,99,2.69,15.25
486033001,1,5.18,12.94
486033001,2,5.18,12.94
486033001,3,5.18,12.94
486033001,99,1.94,11
486033011,1,5.18,12.94
486033011,2,5.18,12.94
486033011,3,5.18,12.94
486033011,99,1.94,11
486038001,1,5.18,12.94
486038001,2,5.18,12.94
486038001,99,1.94,11
487010001,1,11.98,29.94
487010001,2,11.98,29.94
487010001,3,11.98,29.94
487010001,4,11.98,29.94
487010001,99,4.49,25.45
487010011,1,11.98,29.94
487010011,2,11.98,29.94
487010011,3,11.98,29.94
487010011,4,11.98,29.94
487010011,99,4.49,25.45
487010021,1,11.98,29.94
487010021,2,11.98,29.94
487010021,3,11.98,29.94
487010021,4,11.98,29.94
487010021,99,4.49,25.45
487010031,1,11.98,29.94
487010031,2,11.98,29.94
487010031,3,11.98,29.94
487010031,4,11.98,29.94
487010031,99,4.49,25.45
487010041,1,11.98,29.94
487010041,2,11.98,29.94
487010041,3,11.98,29.94
487010041,4,11.98,29.94
487010041,99,4.49,25.45
487010051,1,11.98,29.94
487010051,2,11.98,29.94
487010051,3,11.98,29.94
487010051,4,11.98,29.94
487010051,99,4.49,25.45
487010061,1,11.98,29.94
487010061,2,11.98,29.94
487010061,99,4.49,25.45
487010101,1,11.98,29.94
487010101,2,11.98,29.94
487010101,3,11.98,29.94
487010101,4,11.98,29.94
487010111,1,11.98,29.94
487010111,2,11.98,29.94
487010111,3,11.98,29.94
487010111,4,11.98,29.94
487011001,1,6.38,15.94
487011001,2,6.38,15.94
487011001,3,6.38,15.94
487011001,4,6.38,15.94
487011001,99,2.39,13.55
487011011,1,6.38,15.94
487011011,2,6.38,15.94
487011011,3,6.38,15.94
487011011,4,6.38,15.94
487011011,99,2.39,13.55
487013001,1,5.98,14.94
487013001,2,5.98,14.94
487013001,3,5.98,14.94
487013001,4,5.98,14.94
487015001,1,6.78,16.94
487015001,2,6.78,16.94
487015001,3,6.78,16.94
487015001,99,2.54,14.4
487015011,1,6.78,16.94
487015011,2,6.78,16.94
487015011,3,6.78,16.94
487015011,99,2.54,14.4
487015021,1,6.78,16.94
487015021,2,6.78,16.94
487015021,3,6.78,16.94
487015021,99,2.54,14.4
487020001,1,7.98,19.94
487020001,2,7.98,19.94
487020001,3,7.98,19.94
487020001,4,7.98,19.94
487020001,99,2.99,16.95
487020011,1,7.98,19.94
487020011,2,7.98,19.94
487020011,3,7.98,19.94
487020011,4,7.98,19.94
487020011,99,2.99,16.95
487020021,1,7.98,19.94
487020021,2,7.98,19.94
487020021,3,7.98,19.94
487020021,4,7.98,19.94
487020021,99,2.99,16.95
487022001,1,6.78,16.94
487022001,2,6.78,16.94
487022001,99,2.54,14.4
487022011,1,6.78,16.94
487022011,2,6.78,16.94
