PERIOD,PGM_GRP_ID_S,TGT_SELL_THRUT_RAT,MIN_SELL_THRU_RAT,MAX_SELL_THRU_RAT
3,71471,0.628,0.150,0.010
4,71471,0.719,0.100,0.010
99,71471,0.990,0.010,0.010
2,71472,0.447,0.150,0.010
3,71472,0.534,0.150,0.010
4,71472,0.615,0.100,0.010
99,71472,0.990,0.010,0.010
2,71475,0.466,0.150,0.010
3,71475,0.512,0.150,0.010
4,71475,0.744,0.100,0.010
99,71475,0.990,0.010,0.010
2,71477,0.637,0.150,0.010
3,71477,0.714,0.150,0.010
4,71477,0.791,0.100,0.010
99,71477,0.990,0.010,0.010
2,71479,0.437,0.150,0.010
3,71479,0.545,0.150,0.010
4,71479,0.644,0.100,0.010
99,71479,0.990,0.010,0.010
2,71480,0.677,0.150,0.010
3,71480,0.677,0.150,0.010
99,71480,0.990,0.010,0.010
2,71482,0.409,0.150,0.010
3,71482,0.522,0.150,0.010
4,71482,0.627,0.100,0.010
99,71482,0.990,0.010,0.010
2,71484,0.421,0.150,0.010
3,71484,0.477,0.150,0.010
4,71484,0.539,0.100,0.010
99,71484,0.990,0.010,0.010
2,71486,0.522,0.150,0.010
3,71486,0.624,0.150,0.010
4,71486,0.714,0.100,0.010
99,71486,0.990,0.010,0.010
2,71487,0.559,0.150,0.010
3,71487,0.668,0.150,0.010
4,71487,0.763,0.100,0.010
99,71487,0.990,0.010,0.010
2,71488,0.479,0.150,0.010
3,71488,0.538,0.150,0.010
4,71488,0.590,0.100,0.010
99,71488,0.990,0.010,0.010
2,71490,0.439,0.150,0.010
3,71490,0.501,0.150,0.010
4,71490,0.564,0.100,0.010
99,71490,0.990,0.010,0.010
2,71491,0.436,0.150,0.010
3,71491,0.475,0.150,0.010
4,71491,0.638,0.100,0.010
99,71491,0.990,0.010,0.010
2,71492,0.640,0.150,0.010
3,71492,0.655,0.150,0.010
4,71492,0.711,0.100,0.010
99,71492,0.990,0.010,0.010
2,71493,0.519,0.150,0.010
3,71493,0.546,0.150,0.010
4,71493,0.813,0.100,0.010
99,71493,0.990,0.010,0.010
2,71496,0.379,0.150,0.010
3,71496,0.430,0.150,0.010
4,71496,0.488,0.100,0.010
99,71496,0.990,0.010,0.010
2,71497,0.358,0.150,0.010
3,71497,0.415,0.150,0.010
4,71497,0.466,0.100,0.010
99,71497,0.990,0.010,0.010
2,71498,0.296,0.150,0.010
3,71498,0.340,0.150,0.010
4,71498,0.402,0.100,0.010
99,71498,0.990,0.010,0.010
2,71499,0.745,0.150,0.010
3,71499,0.796,0.150,0.010
4,71499,0.866,0.100,0.010
99,71499,0.990,0.010,0.010
2,71500,0.418,0.150,0.010
3,71500,0.473,0.150,0.010
4,71500,0.530,0.100,0.010
99,71500,0.990,0.010,0.010
2,71502,0.907,0.150,0.010
3,71502,0.968,0.150,0.010
4,71502,0.993,0.100,0.010
99,71502,0.990,0.010,0.010
2,71505,0.468,0.150,0.010
3,71505,0.549,0.150,0.010
4,71505,0.631,0.100,0.010
99,71505,0.990,0.010,0.010
2,71510,0.550,0.150,0.010
3,71510,0.604,0.150,0.010
4,71510,0.660,0.100,0.010
99,71510,0.990,0.010,0.010
2,71511,0.570,0.150,0.010
3,71511,0.686,0.150,0.010
4,71511,0.892,0.100,0.010
2,71512,0.544,0.150,0.010
3,71512,0.649,0.150,0.010
4,71512,0.742,0.100,0.010
99,71512,0.990,0.010,0.010
2,71514,0.393,0.150,0.010
3,71514,0.441,0.150,0.010
4,71514,1.000,0.100,0.010
2,71516,0.797,0.150,0.010
99,71516,0.990,0.010,0.010
2,71520,0.408,0.150,0.010
3,71520,0.466,0.150,0.010
4,71520,0.526,0.100,0.010
99,71520,0.990,0.010,0.010
2,71521,0.729,0.150,0.010
3,71521,0.828,0.150,0.010
4,71521,0.828,0.100,0.010
99,71521,0.990,0.010,0.010
2,71523,0.330,0.150,0.010
3,71523,0.416,0.150,0.010
4,71523,0.508,0.100,0.010
99,71523,0.990,0.010,0.010
2,71525,0.650,0.150,0.010
3,71525,0.392,0.150,0.010
4,71525,0.779,0.100,0.010
2,71526,0.734,0.150,0.010
3,71526,0.789,0.150,0.010
4,71526,0.789,0.100,0.010
99,71526,0.990,0.010,0.010
2,71529,0.697,0.150,0.010
3,71529,0.743,0.150,0.010
4,71529,0.923,0.100,0.010
99,71529,0.990,0.010,0.010
2,71532,0.742,0.150,0.010
99,71532,0.990,0.010,0.010
2,71536,0.715,0.150,0.010
3,71536,0.817,0.150,0.010
4,71536,0.817,0.100,0.010
99,71536,0.990,0.010,0.010
2,71537,0.700,0.150,0.010
3,71537,0.727,0.150,0.010
4,71537,0.811,0.100,0.010
99,71537,0.990,0.010,0.010
2,71538,0.556,0.150,0.010
3,71538,0.663,0.150,0.010
4,71538,0.758,0.100,0.010
99,71538,0.990,0.010,0.010
2,71539,0.553,0.150,0.010
3,71539,0.603,0.150,0.010
4,71539,0.684,0.100,0.010
99,71539,0.990,0.010,0.010
2,71540,0.357,0.150,0.010
3,71540,0.313,0.150,0.010
4,71540,0.340,0.100,0.010
99,71540,0.990,0.010,0.010
2,71542,0.536,0.150,0.010
3,71542,0.550,0.150,0.010
4,71542,1.000,0.100,0.010
2,71544,0.637,0.150,0.010
3,71544,0.699,0.150,0.010
4,71544,0.913,0.100,0.010
99,71544,0.990,0.010,0.010
2,71546,0.406,0.150,0.010
3,71546,0.519,0.150,0.010
4,71546,0.623,0.100,0.010
99,71546,0.990,0.010,0.010
2,71547,0.684,0.150,0.010
99,71547,0.990,0.010,0.010
2,71548,0.815,0.150,0.010
99,71548,0.990,0.010,0.010
2,71549,0.439,0.150,0.010
3,71549,0.501,0.150,0.010
4,71549,0.564,0.100,0.010
99,71549,0.990,0.010,0.010
2,71551,0.244,0.150,0.010
3,71551,0.271,0.150,0.010
4,71551,0.308,0.100,0.010
99,71551,0.990,0.010,0.010
2,71555,0.452,0.150,0.010
3,71555,0.507,0.150,0.010
4,71555,0.558,0.100,0.010
99,71555,0.990,0.010,0.010
2,71556,0.616,0.150,0.010
3,71556,0.699,0.150,0.010
4,71556,0.784,0.100,0.010
99,71556,0.990,0.010,0.010
2,71563,0.635,0.150,0.010
3,71563,0.690,0.150,0.010
4,71563,0.690,0.100,0.010
99,71563,0.990,0.010,0.010
2,71566,0.338,0.150,0.010
3,71566,0.422,0.150,0.010
4,71566,0.501,0.100,0.010
99,71566,0.990,0.010,0.010
2,71567,0.527,0.150,0.010
3,71567,0.585,0.150,0.010
4,71567,0.679,0.111,0.010
99,71567,0.990,0.010,0.010
2,71571,0.661,0.150,0.010
3,71571,0.712,0.150,0.010
4,71571,0.779,0.100,0.010
99,71571,0.990,0.010,0.010
2,71573,0.363,0.150,0.010
3,71573,0.411,0.150,0.010
4,71573,0.465,0.100,0.010
99,71573,0.990,0.010,0.010
2,71574,0.501,0.150,0.010
3,71574,0.542,0.150,0.010
4,71574,0.585,0.100,0.010
99,71574,0.990,0.010,0.010
2,71575,0.549,0.150,0.010
3,71575,0.654,0.150,0.010
4,71575,0.748,0.100,0.010
99,71575,0.990,0.010,0.010
2,71577,0.783,0.150,0.010
3,71577,0.851,0.150,0.010
4,71577,0.851,0.100,0.010
99,71577,0.990,0.010,0.010
2,71579,0.548,0.150,0.010
3,71579,0.623,0.150,0.010
4,71579,0.698,0.100,0.010
99,71579,0.990,0.010,0.010
2,71580,0.731,0.150,0.010
3,71580,0.783,0.150,0.010
4,71580,0.982,0.100,0.010
2,71582,0.831,0.201,0.010
3,71582,0.873,0.216,0.010
4,71582,0.907,0.119,0.010
99,71582,0.990,0.010,0.010
2,71583,0.726,0.150,0.010
3,71583,0.804,0.150,0.010
4,71583,0.804,0.100,0.010
99,71583,0.990,0.010,0.010
2,71584,0.726,0.150,0.010
3,71584,0.765,0.150,0.010
4,71584,0.765,0.100,0.010
99,71584,0.990,0.010,0.010
2,71585,0.817,0.186,0.010
3,71585,0.830,0.173,0.010
4,71585,0.923,0.266,0.010
99,71585,0.990,0.010,0.010
2,71586,0.802,0.150,0.010
3,71586,0.833,0.150,0.010
4,71586,0.873,0.128,0.010
99,71586,0.990,0.010,0.010
2,71587,0.854,0.150,0.010
3,71587,0.886,0.150,0.010
4,71587,0.944,0.100,0.010
99,71587,0.990,0.010,0.010
2,71588,0.867,0.150,0.010
3,71588,0.892,0.150,0.010
4,71588,0.848,0.100,0.010
99,71588,0.990,0.010,0.010
2,71589,0.824,0.150,0.010
3,71589,0.836,0.150,0.010
4,71589,0.882,0.100,0.010
99,71589,0.990,0.010,0.010
2,71592,0.774,0.251,0.010
3,71592,0.769,0.150,0.010
4,71592,0.852,0.169,0.010
99,71592,0.990,0.010,0.010
2,71594,0.837,0.150,0.010
3,71594,0.822,0.150,0.010
4,71594,0.678,0.100,0.010
2,71596,0.802,0.150,0.010
99,71596,0.990,0.010,0.010
2,71597,0.731,0.150,0.010
3,71597,0.790,0.150,0.010
4,71597,0.790,0.100,0.010
99,71597,0.990,0.010,0.010
2,71598,0.771,0.150,0.010
99,71598,0.990,0.010,0.010
2,71600,0.788,0.150,0.010
99,71600,0.990,0.010,0.010
2,71601,0.791,0.150,0.010
3,71601,0.841,0.150,0.010
4,71601,0.841,0.100,0.010
99,71601,0.990,0.010,0.010
2,71602,0.909,0.150,0.010
2,71603,0.793,0.150,0.010
3,71603,0.859,0.150,0.010
4,71603,0.859,0.100,0.010
99,71603,0.990,0.010,0.010
2,71604,0.694,0.150,0.010
99,71604,0.990,0.010,0.010
2,71606,0.718,0.248,0.010
3,71606,0.873,0.150,0.010
4,71606,0.873,0.100,0.010
99,71606,0.990,0.010,0.010
2,71617,0.487,0.150,0.010
3,71617,0.535,0.150,0.010
4,71617,0.613,0.100,0.010
99,71617,0.990,0.010,0.010
2,71623,0.676,0.150,0.010
3,71623,0.739,0.150,0.010
4,71623,0.980,0.100,0.010
99,71623,0.990,0.010,0.010
2,71628,0.755,0.150,0.010
3,71628,0.841,0.150,0.010
4,71628,0.977,0.100,0.010
99,71628,0.990,0.010,0.010
2,71631,0.550,0.150,0.010
3,71631,0.585,0.150,0.010
4,71631,0.746,0.100,0.010
99,71631,0.990,0.010,0.010
2,71633,0.690,0.150,0.010
3,71633,0.740,0.150,0.010
4,71633,0.872,0.100,0.010
99,71633,0.990,0.010,0.010
2,71642,0.537,0.150,0.010
3,71642,0.585,0.150,0.010
4,71642,0.642,0.100,0.010
99,71642,0.990,0.010,0.010
2,71650,0.135,0.150,0.010
3,71650,0.185,0.150,0.010
4,71650,0.297,0.100,0.010
99,71650,0.990,0.010,0.010
2,71662,0.544,0.150,0.010
3,71662,0.637,0.150,0.010
4,71662,0.637,0.100,0.010
99,71662,0.990,0.010,0.010
2,71676,0.619,0.150,0.010
3,71676,0.657,0.150,0.010
4,71676,0.876,0.100,0.010
99,71676,0.990,0.010,0.010
2,71677,0.783,0.150,0.010
3,71677,0.836,0.150,0.010
4,71677,0.999,0.100,0.010
99,71677,0.990,0.010,0.010
2,71684,0.690,0.150,0.010
99,71684,0.990,0.010,0.010
2,71685,0.121,0.150,0.010
99,71685,0.990,0.010,0.010
2,71692,0.719,0.150,0.010
3,71692,0.801,0.150,0.010
4,71692,0.967,0.100,0.010
99,71692,0.990,0.010,0.010
2,71700,0.338,0.150,0.010
99,71700,0.990,0.010,0.010
2,71707,0.306,0.150,0.010
3,71707,0.337,0.150,0.010
4,71707,0.363,0.100,0.010
99,71707,0.990,0.010,0.010
2,71708,0.705,0.150,0.010
3,71708,0.714,0.150,0.010
4,71708,0.846,0.100,0.010
2,71713,0.907,0.150,0.010
3,71713,0.927,0.150,0.010
4,71713,0.951,0.100,0.010
99,71713,0.990,0.010,0.010
2,71715,0.805,0.150,0.010
3,71715,0.837,0.150,0.010
4,71715,0.950,0.100,0.010
99,71715,0.990,0.010,0.010
2,71716,0.812,0.305,0.010
3,71716,0.866,0.150,0.010
4,71716,0.897,0.100,0.010
99,71716,0.990,0.010,0.010
2,71717,0.908,0.150,0.010
3,71717,0.927,0.150,0.010
4,71717,0.953,0.100,0.010
99,71717,0.990,0.010,0.010
2,71718,0.890,0.241,0.010
3,71718,0.908,0.210,0.010
4,71718,0.936,0.185,0.010
99,71718,0.990,0.010,0.010
2,71719,0.950,0.150,0.010
3,71719,0.958,0.150,0.010
4,71719,0.992,0.100,0.010
99,71719,0.990,0.010,0.010
2,71720,0.785,0.150,0.010
3,71720,0.793,0.150,0.010
4,71720,0.836,0.100,0.010
99,71720,0.990,0.010,0.010
2,71721,0.649,0.243,0.010
3,71721,0.641,0.177,0.010
4,71721,0.802,0.255,0.010
99,71721,0.990,0.010,0.010
2,71737,0.618,0.150,0.010
3,71737,0.618,0.150,0.010
4,71737,0.857,0.100,0.010
99,71737,0.990,0.010,0.010
2,71781,0.885,0.150,0.010
99,71781,0.990,0.010,0.010
2,71782,0.502,0.150,0.010
3,71782,0.555,0.150,0.010
4,71782,0.831,0.100,0.010
99,71782,0.990,0.010,0.010
2,71790,0.523,0.150,0.010
3,71790,0.617,0.150,0.010
4,71790,0.617,0.100,0.010
99,71790,0.990,0.010,0.010
2,71813,0.561,0.150,0.010
3,71813,0.647,0.150,0.010
4,71813,0.647,0.100,0.010
99,71813,0.990,0.010,0.010
2,71862,0.898,0.150,0.010
3,71862,0.898,0.150,0.010
99,71862,0.990,0.010,0.010
2,71863,0.562,0.150,0.010
3,71863,0.614,0.150,0.010
4,71863,0.838,0.100,0.010
99,71863,0.990,0.010,0.010
2,71864,0.524,0.150,0.010
3,71864,0.533,0.150,0.010
4,71864,0.548,0.100,0.010
99,71864,0.990,0.010,0.010
2,71868,0.635,0.150,0.010
3,71868,0.663,0.150,0.010
4,71868,0.843,0.100,0.010
99,71868,0.990,0.010,0.010
2,71873,0.503,0.150,0.010
3,71873,0.545,0.150,0.010
4,71873,0.768,0.187,0.010
99,71873,0.990,0.010,0.010
2,71874,0.928,0.150,0.010
3,71874,0.928,0.150,0.010
99,71874,0.990,0.010,0.010
2,71875,0.814,0.150,0.010
3,71875,0.814,0.150,0.010
99,71875,0.990,0.010,0.010
2,71876,0.717,0.150,0.010
3,71876,0.717,0.150,0.010
99,71876,0.990,0.010,0.010
2,71877,0.820,0.150,0.010
99,71877,0.990,0.010,0.010
2,71878,0.807,0.150,0.010
3,71878,0.815,0.150,0.010
4,71878,0.942,0.100,0.010
99,71878,0.990,0.010,0.010
2,71884,0.656,0.150,0.010
3,71884,0.667,0.224,0.010
4,71884,0.815,0.353,0.010
99,71884,0.990,0.010,0.010
2,71886,0.601,0.235,0.010
3,71886,0.606,0.240,0.010
4,71886,0.697,0.258,0.010
99,71886,0.990,0.010,0.010
2,71887,0.749,0.284,0.010
3,71887,0.699,0.362,0.010
4,71887,0.771,0.404,0.010
99,71887,0.990,0.010,0.010
2,71889,0.559,0.150,0.010
3,71889,0.580,0.150,0.010
4,71889,0.684,0.100,0.010
99,71889,0.990,0.010,0.010
2,71890,0.773,0.150,0.010
3,71890,0.807,0.150,0.010
4,71890,0.967,0.100,0.010
99,71890,0.990,0.010,0.010
2,71891,0.915,0.150,0.010
3,71891,0.915,0.150,0.010
99,71891,0.990,0.010,0.010
2,71900,0.816,0.150,0.010
3,71900,0.840,0.150,0.010
4,71900,0.905,0.100,0.010
99,71900,0.990,0.010,0.010
2,71901,0.751,0.303,0.010
3,71901,0.755,0.280,0.010
4,71901,0.793,0.195,0.010
99,71901,0.990,0.010,0.010
2,71902,0.690,0.332,0.010
3,71902,0.710,0.326,0.010
4,71902,0.758,0.307,0.010
99,71902,0.990,0.010,0.010
2,71914,0.689,0.258,0.010
3,71914,0.715,0.251,0.010
4,71914,0.773,0.191,0.010
99,71914,0.990,0.010,0.010
2,71915,0.864,0.182,0.010
3,71915,0.901,0.204,0.010
4,71915,0.912,0.200,0.010
99,71915,0.990,0.010,0.010
2,71917,0.827,0.204,0.010
3,71917,0.879,0.150,0.010
4,71917,0.894,0.443,0.010
99,71917,0.990,0.010,0.010
2,71918,0.930,0.150,0.010
3,71918,0.930,0.150,0.010
99,71918,0.990,0.010,0.010
2,71922,0.850,0.150,0.010
3,71922,0.850,0.150,0.010
99,71922,0.990,0.010,0.010
2,71924,0.732,0.195,0.010
3,71924,0.733,0.175,0.010
4,71924,0.889,0.100,0.010
99,71924,0.990,0.010,0.010
2,71925,0.816,0.150,0.010
3,71925,0.853,0.150,0.010
4,71925,0.816,0.100,0.010
99,71925,0.990,0.010,0.010
2,71929,0.706,0.200,0.010
3,71929,0.697,0.199,0.010
4,71929,0.754,0.206,0.010
99,71929,0.990,0.010,0.010
2,71932,0.581,0.269,0.010
3,71932,0.577,0.227,0.010
4,71932,0.704,0.313,0.010
99,71932,0.990,0.010,0.010
2,71933,0.508,0.150,0.010
99,71933,0.990,0.010,0.010
2,71934,0.917,0.150,0.010
3,71934,0.917,0.150,0.010
99,71934,0.990,0.010,0.010
2,71943,0.507,0.158,0.010
3,71943,0.374,0.150,0.010
4,71943,0.551,0.100,0.010
99,71943,0.990,0.010,0.010
2,72060,0.873,0.150,0.010
99,72060,0.990,0.010,0.010
2,72061,0.545,0.150,0.010
3,72061,0.622,0.160,0.010
4,72061,0.747,0.100,0.010
99,72061,0.990,0.010,0.010
2,72062,0.827,0.150,0.010
3,72062,0.847,0.150,0.010
4,72062,0.904,0.100,0.010
99,72062,0.990,0.010,0.010
2,72063,0.696,0.150,0.010
3,72063,0.770,0.150,0.010
4,72063,0.770,0.100,0.010
99,72063,0.990,0.010,0.010
2,72066,0.503,0.150,0.010
3,72066,0.542,0.150,0.010
4,72066,0.588,0.100,0.010
99,72066,0.990,0.010,0.010
2,72067,0.645,0.150,0.010
3,72067,0.645,0.150,0.010
99,72067,0.990,0.010,0.010
2,72071,0.562,0.205,0.010
3,72071,0.580,0.223,0.010
4,72071,0.586,0.100,0.010
99,72071,0.990,0.010,0.010
2,72075,0.585,0.150,0.010
3,72075,0.585,0.150,0.010
99,72075,0.990,0.010,0.010
2,72179,0.565,0.150,0.010
3,72179,0.622,0.150,0.010
4,72179,0.835,0.100,0.010
99,72179,0.990,0.010,0.010
2,72215,0.726,0.295,0.010
3,72215,0.623,0.165,0.010
4,72215,0.724,0.213,0.010
99,72215,0.990,0.010,0.010
2,72216,0.736,0.267,0.010
3,72216,0.743,0.228,0.010
4,72216,0.813,0.256,0.010
99,72216,0.990,0.010,0.010
2,72220,0.685,0.150,0.010
3,72220,0.754,0.150,0.010
4,72220,0.828,0.100,0.010
99,72220,0.990,0.010,0.010
2,72235,0.746,0.359,0.010
3,72235,0.619,0.232,0.010
4,72235,0.824,0.100,0.010
99,72235,0.990,0.010,0.010
2,72236,0.830,0.202,0.010
3,72236,0.848,0.155,0.010
4,72236,0.915,0.162,0.010
99,72236,0.990,0.010,0.010
2,72238,0.547,0.150,0.010
3,72238,0.558,0.150,0.010
4,72238,0.592,0.100,0.010
99,72238,0.990,0.010,0.010
2,72239,0.702,0.191,0.010
3,72239,0.652,0.150,0.010
4,72239,0.699,0.100,0.010
99,72239,0.990,0.010,0.010
2,72241,0.708,0.152,0.010
3,72241,0.676,0.150,0.010
4,72241,0.676,0.100,0.010
99,72241,0.990,0.010,0.010
2,72242,0.280,0.150,0.010
99,72242,0.990,0.010,0.010
2,72243,0.770,0.150,0.010
3,72243,0.755,0.150,0.010
4,72243,0.780,0.100,0.010
99,72243,0.990,0.010,0.010
2,72244,0.628,0.179,0.010
3,72244,0.729,0.249,0.010
4,72244,0.776,0.314,0.010
99,72244,0.990,0.010,0.010
2,72245,0.637,0.150,0.010
3,72245,0.705,0.150,0.010
4,72245,0.707,0.100,0.010
99,72245,0.990,0.010,0.010
2,72246,0.421,0.150,0.010
3,72246,0.411,0.150,0.010
4,72246,0.452,0.100,0.010
99,72246,0.990,0.010,0.010
2,72248,0.441,0.183,0.010
3,72248,0.448,0.174,0.010
4,72248,0.484,0.188,0.010
99,72248,0.990,0.010,0.010
2,72249,0.671,0.150,0.010
3,72249,0.725,0.150,0.010
4,72249,0.735,0.100,0.010
99,72249,0.990,0.010,0.010
2,72252,0.569,0.158,0.010
3,72252,0.601,0.150,0.010
4,72252,0.652,0.138,0.010
99,72252,0.990,0.010,0.010
2,72253,0.641,0.152,0.010
99,72253,0.990,0.010,0.010
2,72254,0.479,0.150,0.010
3,72254,0.500,0.150,0.010
4,72254,0.566,0.100,0.010
99,72254,0.990,0.010,0.010
2,72255,0.672,0.150,0.010
3,72255,0.697,0.150,0.010
4,72255,0.733,0.100,0.010
99,72255,0.990,0.010,0.010
2,72256,0.797,0.150,0.010
99,72256,0.990,0.010,0.010
2,72257,0.764,0.150,0.010
3,72257,0.764,0.150,0.010
99,72257,0.990,0.010,0.010
2,72258,0.794,0.229,0.010
3,72258,0.796,0.187,0.010
4,72258,0.798,0.100,0.010
99,72258,0.990,0.010,0.010
2,72261,0.685,0.150,0.010
3,72261,0.700,0.150,0.010
4,72261,0.847,0.100,0.010
99,72261,0.990,0.010,0.010
2,72262,0.817,0.150,0.010
3,72262,0.817,0.150,0.010
99,72262,0.990,0.010,0.010
2,72265,0.661,0.150,0.010
3,72265,0.676,0.150,0.010
4,72265,0.818,0.100,0.010
99,72265,0.990,0.010,0.010
2,72269,0.600,0.150,0.010
3,72269,0.634,0.150,0.010
4,72269,0.869,0.100,0.010
99,72269,0.990,0.010,0.010
2,72270,0.215,0.150,0.010
3,72270,0.239,0.153,0.010
4,72270,0.938,0.392,0.010
99,72270,0.990,0.010,0.010
2,72271,0.700,0.150,0.010
3,72271,0.699,0.150,0.010
4,72271,0.941,0.100,0.010
2,72273,0.711,0.150,0.010
99,72273,0.990,0.010,0.010
2,72274,0.390,0.150,0.010
3,72274,0.436,0.150,0.010
4,72274,0.746,0.100,0.010
99,72274,0.990,0.010,0.010
2,72276,0.786,0.150,0.010
3,72276,0.785,0.150,0.010
4,72276,0.905,0.100,0.010
99,72276,0.990,0.010,0.010
2,72277,0.710,0.150,0.010
3,72277,0.740,0.150,0.010
4,72277,0.995,0.100,0.010
99,72277,0.990,0.010,0.010
2,72279,0.600,0.172,0.010
3,72279,0.610,0.150,0.010
4,72279,0.659,0.122,0.010
99,72279,0.990,0.010,0.010
2,72280,0.558,0.150,0.010
3,72280,0.626,0.150,0.010
4,72280,0.701,0.100,0.010
99,72280,0.990,0.010,0.010
2,72281,0.661,0.150,0.010
3,72281,0.671,0.150,0.010
4,72281,0.711,0.100,0.010
99,72281,0.990,0.010,0.010
2,72289,0.582,0.150,0.010
3,72289,0.625,0.150,0.010
4,72289,0.683,0.100,0.010
99,72289,0.990,0.010,0.010
2,72290,0.572,0.150,0.010
3,72290,0.618,0.150,0.010
4,72290,0.891,0.100,0.010
99,72290,0.990,0.010,0.010
2,72293,0.486,0.150,0.010
3,72293,0.533,0.150,0.010
4,72293,0.833,0.141,0.010
99,72293,0.990,0.010,0.010
2,72471,0.697,0.354,0.010
3,72471,0.741,0.364,0.010
4,72471,0.770,0.391,0.010
99,72471,0.990,0.010,0.010
2,72472,0.717,0.150,0.010
3,72472,0.743,0.150,0.010
4,72472,1.000,0.100,0.010
99,72472,0.990,0.010,0.010
2,72473,0.734,0.248,0.010
3,72473,0.902,0.150,0.010
4,72473,0.902,0.100,0.010
99,72473,0.990,0.010,0.010
2,72475,0.652,0.227,0.010
3,72475,0.707,0.224,0.010
4,72475,0.737,0.254,0.010
99,72475,0.990,0.010,0.010
2,72476,0.738,0.233,0.010
3,72476,0.784,0.262,0.010
4,72476,0.828,0.262,0.010
99,72476,0.990,0.010,0.010
2,72477,0.716,0.542,0.010
3,72477,0.724,0.313,0.010
4,72477,0.724,0.313,0.010
99,72477,0.990,0.010,0.010
2,72479,0.803,0.150,0.010
3,72479,0.894,0.150,0.010
4,72479,0.927,0.143,0.010
99,72479,0.990,0.010,0.010
2,72480,0.713,0.216,0.010
3,72480,0.884,0.150,0.010
4,72480,0.891,0.102,0.010
99,72480,0.990,0.010,0.010
2,72481,0.910,0.220,0.010
3,72481,0.908,0.199,0.010
4,72481,0.913,0.184,0.010
99,72481,0.990,0.010,0.010
2,72483,0.573,0.383,0.010
3,72483,0.672,0.471,0.010
4,72483,0.698,0.497,0.010
99,72483,0.990,0.010,0.010
2,72485,0.816,0.419,0.010
3,72485,0.798,0.296,0.010
4,72485,0.841,0.100,0.010
99,72485,0.990,0.010,0.010
2,72486,0.854,0.150,0.010
3,72486,0.851,0.150,0.010
4,72486,0.851,0.100,0.010
99,72486,0.990,0.010,0.010
2,72488,0.868,0.150,0.010
3,72488,0.894,0.150,0.010
4,72488,0.854,0.100,0.010
99,72488,0.990,0.010,0.010
2,72489,0.853,0.150,0.010
3,72489,0.854,0.150,0.010
4,72489,0.746,0.100,0.010
99,72489,0.990,0.010,0.010
2,72490,0.760,0.275,0.010
3,72490,0.513,0.150,0.010
4,72490,0.809,0.100,0.010
99,72490,0.990,0.010,0.010
2,72493,0.770,0.247,0.010
3,72493,0.547,0.150,0.010
4,72493,0.923,0.100,0.010
99,72493,0.990,0.010,0.010
2,72494,0.741,0.150,0.010
3,72494,0.799,0.150,0.010
4,72494,0.893,0.100,0.010
99,72494,0.990,0.010,0.010
2,72495,0.698,0.150,0.010
3,72495,0.762,0.150,0.010
4,72495,0.874,0.100,0.010
99,72495,0.990,0.010,0.010
2,72496,0.774,0.150,0.010
3,72496,0.768,0.150,0.010
4,72496,0.982,0.100,0.010
99,72496,0.990,0.010,0.010
2,72502,0.831,0.150,0.010
99,72502,0.990,0.010,0.010
2,72506,0.588,0.150,0.010
3,72506,0.639,0.150,0.010
4,72506,0.825,0.100,0.010
99,72506,0.990,0.010,0.010
2,72511,0.635,0.150,0.010
3,72511,0.669,0.150,0.010
4,72511,0.771,0.100,0.010
99,72511,0.990,0.010,0.010
2,72513,0.551,0.150,0.010
3,72513,0.576,0.150,0.010
4,72513,0.800,0.100,0.010
99,72513,0.990,0.010,0.010
2,72514,0.670,0.150,0.010
3,72514,0.709,0.150,0.010
4,72514,0.873,0.100,0.010
99,72514,0.990,0.010,0.010
2,72515,0.636,0.173,0.010
3,72515,0.816,0.150,0.010
4,72515,0.850,0.101,0.010
99,72515,0.990,0.010,0.010
2,72516,0.727,0.274,0.010
3,72516,0.670,0.457,0.010
4,72516,0.763,0.527,0.010
99,72516,0.990,0.010,0.010
2,72521,0.898,0.150,0.010
3,72521,0.905,0.150,0.010
4,72521,0.761,0.100,0.010
99,72521,0.990,0.010,0.010
2,72524,0.588,0.172,0.010
3,72524,0.603,0.199,0.010
4,72524,0.626,0.196,0.010
99,72524,0.990,0.010,0.010
2,72527,0.581,0.150,0.010
99,72527,0.990,0.010,0.010
2,72529,0.463,0.253,0.010
3,72529,0.482,0.243,0.010
4,72529,0.545,0.268,0.010
99,72529,0.990,0.010,0.010
2,72530,0.863,0.465,0.010
3,72530,0.884,0.405,0.010
4,72530,0.917,0.404,0.010
99,72530,0.990,0.010,0.010
2,72531,0.569,0.150,0.010
99,72531,0.990,0.010,0.010
2,72532,0.803,0.150,0.010
99,72532,0.990,0.010,0.010
2,72533,0.435,0.150,0.010
99,72533,0.990,0.010,0.010
2,72534,0.627,0.150,0.010
99,72534,0.990,0.010,0.010
2,72535,0.374,0.150,0.010
3,72535,0.410,0.150,0.010
4,72535,0.452,0.100,0.010
99,72535,0.990,0.010,0.010
2,72536,0.520,0.164,0.010
3,72536,0.588,0.182,0.010
4,72536,0.663,0.199,0.010
99,72536,0.990,0.010,0.010
2,72537,0.409,0.150,0.010
3,72537,0.447,0.150,0.010
4,72537,0.492,0.100,0.010
99,72537,0.990,0.010,0.010
2,72538,0.504,0.150,0.010
3,72538,0.565,0.150,0.010
4,72538,0.633,0.100,0.010
99,72538,0.990,0.010,0.010
2,72540,0.648,0.150,0.010
3,72540,0.704,0.150,0.010
