PERIOD,PGM_GRP_ID_S,TGT_SELL_THRUT_RAT,MIN_SELL_THRU_RAT,MAX_SELL_THRU_RAT
99,69648,0.990,0.010,0.010
2,69653,0.782,0.150,0.010
3,69653,0.824,0.150,0.010
4,69653,0.824,0.100,0.010
99,69653,0.990,0.010,0.010
2,69656,0.473,0.150,0.010
99,69656,0.990,0.010,0.010
2,69659,0.999,0.150,0.010
99,69659,0.990,0.010,0.010
2,69660,0.705,0.150,0.010
3,69660,0.749,0.150,0.010
4,69660,0.749,0.100,0.010
99,69660,0.990,0.010,0.010
2,69661,0.928,0.150,0.010
99,69661,0.990,0.010,0.010
2,69667,0.905,0.150,0.010
2,69668,0.653,0.150,0.010
3,69668,0.685,0.155,0.010
4,69668,0.729,0.161,0.010
99,69668,0.990,0.010,0.010
2,69676,0.724,0.150,0.010
3,69676,0.776,0.150,0.010
4,69676,0.776,0.100,0.010
99,69676,0.990,0.010,0.010
2,69682,0.691,0.200,0.010
3,69682,0.701,0.150,0.010
4,69682,0.744,0.321,0.010
99,69682,0.990,0.010,0.010
2,69685,0.776,0.150,0.010
3,69685,0.818,0.150,0.010
4,69685,0.818,0.100,0.010
99,69685,0.990,0.010,0.010
2,69694,0.721,0.521,0.010
3,69694,0.725,0.504,0.010
4,69694,0.795,0.564,0.010
99,69694,0.990,0.010,0.010
2,69697,0.769,0.150,0.010
99,69697,0.990,0.010,0.010
2,69698,0.938,0.150,0.010
2,69703,0.771,0.150,0.010
99,69703,0.990,0.010,0.010
2,69704,0.857,0.150,0.010
3,69704,0.886,0.150,0.010
4,69704,0.763,0.152,0.010
99,69704,0.990,0.010,0.010
2,69726,0.844,0.150,0.010
3,69726,0.892,0.150,0.010
4,69726,0.892,0.100,0.010
99,69726,0.990,0.010,0.010
2,69728,0.759,0.150,0.010
3,69728,0.797,0.150,0.010
4,69728,0.914,0.107,0.010
99,69728,0.990,0.010,0.010
2,69731,0.814,0.150,0.010
3,69731,0.813,0.150,0.010
4,69731,0.845,0.100,0.010
2,69734,0.956,0.150,0.010
3,69734,0.978,0.150,0.010
4,69734,0.995,0.100,0.010
99,69734,0.990,0.010,0.010
2,69740,0.625,0.150,0.010
99,69740,0.990,0.010,0.010
2,69742,0.746,0.150,0.010
3,69742,0.759,0.150,0.010
4,69742,0.824,0.100,0.010
99,69742,0.990,0.010,0.010
2,69745,0.747,0.150,0.010
99,69745,0.990,0.010,0.010
2,69766,0.485,0.150,0.010
99,69766,0.990,0.010,0.010
2,69771,0.510,0.150,0.010
3,69771,0.511,0.150,0.010
4,69771,0.690,0.100,0.010
2,69773,0.723,0.173,0.010
3,69773,0.763,0.199,0.010
4,69773,0.867,0.213,0.010
99,69773,0.990,0.010,0.010
2,69775,0.934,0.150,0.010
3,69775,0.957,0.150,0.010
4,69775,0.943,0.100,0.010
2,69776,0.807,0.150,0.010
3,69776,0.814,0.150,0.010
4,69776,0.888,0.100,0.010
99,69776,0.990,0.010,0.010
2,69777,0.776,0.150,0.010
99,69777,0.990,0.010,0.010
2,69794,0.441,0.150,0.010
99,69794,0.990,0.010,0.010
2,69797,0.748,0.150,0.010
99,69797,0.990,0.010,0.010
2,69802,0.757,0.150,0.010
3,69802,0.791,0.150,0.010
4,69802,0.856,0.100,0.010
99,69802,0.990,0.010,0.010
2,69804,0.837,0.150,0.010
99,69804,0.990,0.010,0.010
2,69805,0.484,0.150,0.010
99,69805,0.990,0.010,0.010
2,69806,0.744,0.150,0.010
99,69806,0.990,0.010,0.010
2,69809,0.765,0.150,0.010
99,69809,0.990,0.010,0.010
2,69812,0.842,0.150,0.010
3,69812,0.842,0.150,0.010
99,69812,0.990,0.010,0.010
2,69814,0.758,0.150,0.010
3,69814,0.758,0.150,0.010
99,69814,0.990,0.010,0.010
2,69815,0.697,0.150,0.010
99,69815,0.990,0.010,0.010
2,69816,0.773,0.150,0.010
99,69816,0.990,0.010,0.010
2,69817,0.434,0.150,0.010
99,69817,0.990,0.010,0.010
2,69820,0.648,0.150,0.010
3,69820,0.696,0.150,0.010
4,69820,0.761,0.100,0.010
99,69820,0.990,0.010,0.010
2,69823,0.594,0.150,0.010
99,69823,0.990,0.010,0.010
2,69825,0.641,0.150,0.010
3,69825,0.692,0.150,0.010
4,69825,0.746,0.100,0.010
99,69825,0.990,0.010,0.010
2,69841,0.708,0.150,0.010
99,69841,0.990,0.010,0.010
2,69842,0.484,0.150,0.010
99,69842,0.990,0.010,0.010
2,69845,0.669,0.150,0.010
99,69845,0.990,0.010,0.010
2,69846,0.343,0.150,0.010
3,69846,0.374,0.150,0.010
4,69846,0.415,0.100,0.010
99,69846,0.990,0.010,0.010
2,69847,0.542,0.150,0.010
99,69847,0.990,0.010,0.010
2,69849,0.698,0.150,0.010
3,69849,0.698,0.150,0.010
99,69849,0.990,0.010,0.010
2,69853,0.648,0.150,0.010
3,69853,0.702,0.150,0.010
4,69853,0.753,0.100,0.010
99,69853,0.990,0.010,0.010
2,69854,0.570,0.150,0.010
3,69854,0.640,0.150,0.010
4,69854,0.709,0.100,0.010
99,69854,0.990,0.010,0.010
2,69855,0.789,0.150,0.010
99,69855,0.990,0.010,0.010
2,69857,0.513,0.150,0.010
3,69857,0.522,0.150,0.010
4,69857,0.571,0.100,0.010
99,69857,0.990,0.010,0.010
2,69861,0.698,0.150,0.010
99,69861,0.990,0.010,0.010
2,69868,0.779,0.150,0.010
3,69868,0.830,0.150,0.010
4,69868,0.880,0.100,0.010
99,69868,0.990,0.010,0.010
2,69869,0.724,0.150,0.010
99,69869,0.990,0.010,0.010
2,69870,0.449,0.150,0.010
3,69870,0.509,0.150,0.010
4,69870,0.933,0.100,0.010
99,69870,0.990,0.010,0.010
2,69871,0.438,0.150,0.010
3,69871,0.464,0.150,0.010
4,69871,0.499,0.100,0.010
99,69871,0.990,0.010,0.010
2,69872,0.979,0.150,0.010
3,69872,0.979,0.150,0.010
99,69872,0.990,0.010,0.010
2,69876,0.684,0.150,0.010
99,69876,0.990,0.010,0.010
2,69878,0.549,0.150,0.010
3,69878,0.607,0.150,0.010
4,69878,0.670,0.100,0.010
99,69878,0.990,0.010,0.010
2,69885,0.615,0.150,0.010
99,69885,0.990,0.010,0.010
2,69889,0.648,0.232,0.010
3,69889,0.763,0.150,0.010
4,69889,0.813,0.100,0.010
99,69889,0.990,0.010,0.010
2,69892,0.671,0.150,0.010
99,69892,0.990,0.010,0.010
2,69894,0.177,0.150,0.010
3,69894,0.236,0.150,0.010
4,69894,0.907,0.100,0.010
99,69894,0.990,0.010,0.010
2,69895,0.756,0.150,0.010
3,69895,0.756,0.150,0.010
99,69895,0.990,0.010,0.010
2,69898,0.737,0.150,0.010
3,69898,0.737,0.150,0.010
99,69898,0.990,0.010,0.010
2,69900,0.783,0.150,0.010
99,69900,0.990,0.010,0.010
2,69902,0.638,0.150,0.010
99,69902,0.990,0.010,0.010
2,69904,0.771,0.150,0.010
99,69904,0.990,0.010,0.010
2,69908,0.639,0.150,0.010
3,69908,0.660,0.150,0.010
4,69908,0.916,0.122,0.010
99,69908,0.990,0.010,0.010
2,69916,0.630,0.150,0.010
99,69916,0.990,0.010,0.010
2,69917,0.606,0.150,0.010
3,69917,0.634,0.150,0.010
4,69917,0.664,0.100,0.010
99,69917,0.990,0.010,0.010
2,69920,0.740,0.150,0.010
3,69920,0.789,0.150,0.010
4,69920,0.839,0.100,0.010
99,69920,0.990,0.010,0.010
2,69922,0.667,0.150,0.010
99,69922,0.990,0.010,0.010
2,69929,0.758,0.150,0.010
99,69929,0.990,0.010,0.010
2,69930,0.906,0.150,0.010
3,69930,0.906,0.150,0.010
99,69930,0.990,0.010,0.010
2,69932,0.658,0.150,0.010
99,69932,0.990,0.010,0.010
2,69935,0.796,0.150,0.010
99,69935,0.990,0.010,0.010
2,69940,0.646,0.150,0.010
99,69940,0.990,0.010,0.010
2,69941,0.593,0.150,0.010
99,69941,0.990,0.010,0.010
2,69945,0.669,0.150,0.010
3,69945,0.669,0.150,0.010
99,69945,0.990,0.010,0.010
2,69946,0.674,0.150,0.010
3,69946,0.660,0.150,0.010
4,69946,0.692,0.100,0.010
99,69946,0.990,0.010,0.010
2,69947,0.461,0.150,0.010
3,69947,0.508,0.150,0.010
4,69947,0.726,0.100,0.010
99,69947,0.990,0.010,0.010
2,69948,0.697,0.150,0.010
99,69948,0.990,0.010,0.010
2,69950,0.500,0.150,0.010
3,69950,0.529,0.150,0.010
4,69950,0.792,0.100,0.010
99,69950,0.990,0.010,0.010
2,69954,0.792,0.150,0.010
99,69954,0.990,0.010,0.010
2,69955,0.646,0.150,0.010
99,69955,0.990,0.010,0.010
2,69957,0.701,0.150,0.010
99,69957,0.990,0.010,0.010
2,69960,0.628,0.150,0.010
3,69960,0.671,0.150,0.010
4,69960,0.716,0.100,0.010
99,69960,0.990,0.010,0.010
2,69961,0.624,0.150,0.010
3,69961,0.624,0.150,0.010
99,69961,0.990,0.010,0.010
2,69963,0.648,0.150,0.010
99,69963,0.990,0.010,0.010
2,69964,0.619,0.150,0.010
3,69964,0.619,0.150,0.010
99,69964,0.990,0.010,0.010
2,69967,0.642,0.150,0.010
3,69967,0.683,0.150,0.010
4,69967,0.760,0.100,0.010
99,69967,0.990,0.010,0.010
2,69968,0.462,0.150,0.010
99,69968,0.990,0.010,0.010
2,69971,0.585,0.150,0.010
99,69971,0.990,0.010,0.010
2,69972,0.656,0.150,0.010
99,69972,0.990,0.010,0.010
2,69973,0.838,0.150,0.010
3,69973,0.838,0.150,0.010
99,69973,0.990,0.010,0.010
2,69976,0.601,0.150,0.010
99,69976,0.990,0.010,0.010
2,69981,0.880,0.150,0.010
3,69981,0.901,0.150,0.010
4,69981,0.917,0.125,0.010
99,69981,0.990,0.010,0.010
2,69982,0.762,0.202,0.010
3,69982,0.804,0.150,0.010
4,69982,0.868,0.100,0.010
99,69982,0.990,0.010,0.010
2,69983,0.698,0.150,0.010
3,69983,0.726,0.150,0.010
4,69983,0.745,0.100,0.010
99,69983,0.990,0.010,0.010
2,69985,0.818,0.150,0.010
2,69991,0.855,0.150,0.010
3,69991,0.870,0.150,0.010
4,69991,0.870,0.100,0.010
99,69991,0.990,0.010,0.010
2,69994,0.804,0.150,0.010
99,69994,0.990,0.010,0.010
2,69996,0.784,0.150,0.010
99,69996,0.990,0.010,0.010
2,69997,0.850,0.150,0.010
99,69997,0.990,0.010,0.010
2,69999,0.850,0.150,0.010
3,69999,0.895,0.150,0.010
4,69999,0.895,0.100,0.010
99,69999,0.990,0.010,0.010
2,70008,0.889,0.150,0.010
3,70008,0.895,0.150,0.010
4,70008,0.942,0.100,0.010
99,70008,0.990,0.010,0.010
2,70011,0.837,0.228,0.010
3,70011,0.847,0.219,0.010
4,70011,0.888,0.178,0.010
99,70011,0.990,0.010,0.010
2,70026,0.790,0.170,0.010
3,70026,0.816,0.200,0.010
4,70026,0.864,0.125,0.010
99,70026,0.990,0.010,0.010
2,70027,0.722,0.245,0.010
3,70027,0.723,0.265,0.010
4,70027,0.797,0.307,0.010
99,70027,0.990,0.010,0.010
2,70035,0.834,0.150,0.010
3,70035,0.839,0.150,0.010
4,70035,0.898,0.100,0.010
2,70036,0.783,0.150,0.010
3,70036,0.774,0.150,0.010
4,70036,0.854,0.100,0.010
2,70037,0.786,0.150,0.010
3,70037,0.769,0.150,0.010
4,70037,0.821,0.100,0.010
2,70038,0.833,0.150,0.010
3,70038,0.784,0.150,0.010
4,70038,0.784,0.100,0.010
2,70039,0.633,0.150,0.010
3,70039,0.624,0.150,0.010
4,70039,0.719,0.100,0.010
2,70040,1.000,0.150,0.010
3,70040,1.000,0.150,0.010
4,70040,1.000,0.100,0.010
2,70041,0.805,0.150,0.010
3,70041,0.806,0.150,0.010
4,70041,0.764,0.100,0.010
2,70042,0.738,0.270,0.010
3,70042,0.836,0.167,0.010
4,70042,0.794,0.101,0.010
99,70042,0.990,0.010,0.010
2,70043,0.749,0.261,0.010
3,70043,0.752,0.246,0.010
4,70043,0.787,0.119,0.010
2,70050,0.794,0.150,0.010
3,70050,0.806,0.150,0.010
4,70050,0.823,0.100,0.010
99,70050,0.990,0.010,0.010
2,70054,0.847,0.150,0.010
3,70054,0.851,0.150,0.010
4,70054,0.856,0.100,0.010
99,70054,0.990,0.010,0.010
2,70055,0.795,0.150,0.010
3,70055,0.850,0.150,0.010
4,70055,0.850,0.100,0.010
99,70055,0.990,0.010,0.010
2,70060,0.769,0.150,0.010
3,70060,0.826,0.150,0.010
4,70060,0.951,0.100,0.010
99,70060,0.990,0.010,0.010
2,70061,0.617,0.150,0.010
3,70061,0.640,0.150,0.010
4,70061,0.737,0.100,0.010
99,70061,0.990,0.010,0.010
2,70062,0.924,0.150,0.010
3,70062,0.924,0.150,0.010
99,70062,0.990,0.010,0.010
2,70063,0.524,0.150,0.010
3,70063,0.574,0.150,0.010
4,70063,0.754,0.100,0.010
99,70063,0.990,0.010,0.010
2,70065,0.871,0.150,0.010
3,70065,0.871,0.150,0.010
99,70065,0.990,0.010,0.010
2,70066,0.569,0.150,0.010
3,70066,0.592,0.150,0.010
4,70066,0.848,0.100,0.010
99,70066,0.990,0.010,0.010
2,70068,0.787,0.150,0.010
3,70068,0.787,0.150,0.010
99,70068,0.990,0.010,0.010
2,70069,0.666,0.245,0.010
3,70069,0.682,0.321,0.010
4,70069,0.711,0.320,0.010
99,70069,0.990,0.010,0.010
2,70070,0.741,0.150,0.010
3,70070,0.741,0.150,0.010
99,70070,0.990,0.010,0.010
2,70071,0.808,0.150,0.010
3,70071,0.808,0.150,0.010
99,70071,0.990,0.010,0.010
2,70072,0.741,0.150,0.010
3,70072,0.741,0.150,0.010
99,70072,0.990,0.010,0.010
2,70073,0.723,0.150,0.010
3,70073,0.763,0.150,0.010
4,70073,0.804,0.118,0.010
99,70073,0.990,0.010,0.010
2,70074,0.789,0.150,0.010
99,70074,0.990,0.010,0.010
2,70076,0.816,0.150,0.010
3,70076,0.831,0.150,0.010
4,70076,0.878,0.100,0.010
99,70076,0.990,0.010,0.010
2,70084,0.828,0.150,0.010
3,70084,0.838,0.150,0.010
4,70084,0.862,0.100,0.010
99,70084,0.990,0.010,0.010
2,70085,0.612,0.150,0.010
3,70085,0.609,0.150,0.010
4,70085,0.646,0.100,0.010
99,70085,0.990,0.010,0.010
2,70086,0.881,0.150,0.010
3,70086,0.871,0.150,0.010
4,70086,0.896,0.100,0.010
99,70086,0.990,0.010,0.010
2,70097,0.852,0.150,0.010
99,70097,0.990,0.010,0.010
2,70110,0.760,0.150,0.010
3,70110,0.761,0.150,0.010
4,70110,0.916,0.100,0.010
99,70110,0.990,0.010,0.010
2,70111,0.720,0.150,0.010
99,70111,0.990,0.010,0.010
2,70113,0.828,0.150,0.010
99,70113,0.990,0.010,0.010
2,70120,0.727,0.150,0.010
2,70124,0.769,0.150,0.010
99,70124,0.990,0.010,0.010
2,70125,0.760,0.150,0.010
3,70125,0.813,0.150,0.010
4,70125,0.863,0.100,0.010
99,70125,0.990,0.010,0.010
2,70127,0.816,0.150,0.010
99,70127,0.990,0.010,0.010
2,70129,0.850,0.150,0.010
99,70129,0.990,0.010,0.010
2,70132,0.842,0.150,0.010
99,70132,0.990,0.010,0.010
2,70133,0.746,0.150,0.010
3,70133,0.928,0.150,0.010
4,70133,0.928,0.116,0.010
99,70133,0.990,0.010,0.010
2,70134,0.850,0.150,0.010
99,70134,0.990,0.010,0.010
2,70149,0.808,0.150,0.010
3,70149,0.834,0.150,0.010
4,70149,0.925,0.100,0.010
99,70149,0.990,0.010,0.010
2,70152,0.651,0.150,0.010
3,70152,0.691,0.150,0.010
4,70152,0.731,0.100,0.010
99,70152,0.990,0.010,0.010
2,70159,0.830,0.150,0.010
3,70159,0.870,0.150,0.010
4,70159,0.905,0.100,0.010
99,70159,0.990,0.010,0.010
2,70160,0.540,0.150,0.010
3,70160,0.576,0.150,0.010
4,70160,0.614,0.100,0.010
99,70160,0.990,0.010,0.010
2,70169,0.786,0.150,0.010
3,70169,0.877,0.150,0.010
4,70169,0.951,0.100,0.010
99,70169,0.990,0.010,0.010
2,70174,0.787,0.150,0.010
99,70174,0.990,0.010,0.010
2,70180,0.777,0.317,0.010
3,70180,0.786,0.304,0.010
4,70180,0.797,0.288,0.010
99,70180,0.990,0.010,0.010
2,70181,0.887,0.150,0.010
3,70181,0.904,0.150,0.010
4,70181,0.904,0.100,0.010
99,70181,0.990,0.010,0.010
2,70182,0.904,0.150,0.010
3,70182,0.855,0.150,0.010
4,70182,0.861,0.100,0.010
2,70194,0.668,0.150,0.010
3,70194,0.733,0.150,0.010
4,70194,0.733,0.100,0.010
99,70194,0.990,0.010,0.010
2,70197,0.643,0.159,0.010
99,70197,0.990,0.010,0.010
2,70206,0.713,0.212,0.010
3,70206,0.664,0.262,0.010
4,70206,0.798,0.367,0.010
99,70206,0.990,0.010,0.010
2,70212,0.457,0.150,0.010
3,70212,0.521,0.150,0.010
4,70212,0.566,0.100,0.010
99,70212,0.990,0.010,0.010
2,70213,0.741,0.150,0.010
3,70213,0.723,0.240,0.010
4,70213,0.765,0.257,0.010
99,70213,0.990,0.010,0.010
2,70218,0.437,0.150,0.010
3,70218,0.475,0.150,0.010
4,70218,0.631,0.100,0.010
99,70218,0.990,0.010,0.010
2,70222,0.776,0.171,0.010
3,70222,0.780,0.173,0.010
4,70222,0.860,0.209,0.010
99,70222,0.990,0.010,0.010
2,70223,0.927,0.344,0.010
3,70223,0.905,0.314,0.010
4,70223,0.868,0.156,0.010
99,70223,0.990,0.010,0.010
2,70224,0.662,0.150,0.010
3,70224,0.695,0.150,0.010
4,70224,0.800,0.100,0.010
99,70224,0.990,0.010,0.010
2,70228,0.855,0.191,0.010
3,70228,0.875,0.194,0.010
4,70228,0.875,0.194,0.010
99,70228,0.990,0.010,0.010
2,70231,0.731,0.150,0.010
99,70231,0.990,0.010,0.010
2,70243,0.755,0.150,0.010
3,70243,0.764,0.150,0.010
4,70243,0.795,0.100,0.010
99,70243,0.990,0.010,0.010
2,70244,0.911,0.150,0.010
99,70244,0.990,0.010,0.010
2,70248,0.684,0.262,0.010
3,70248,0.559,0.163,0.010
4,70248,0.756,0.173,0.010
99,70248,0.990,0.010,0.010
2,70263,0.630,0.228,0.010
3,70263,0.613,0.203,0.010
4,70263,0.755,0.100,0.010
99,70263,0.990,0.010,0.010
2,70266,0.877,0.150,0.010
3,70266,0.872,0.150,0.010
4,70266,0.872,0.100,0.010
99,70266,0.990,0.010,0.010
2,70272,0.864,0.150,0.010
2,70273,0.756,0.150,0.010
3,70273,0.662,0.150,0.010
4,70273,0.672,0.100,0.010
99,70273,0.990,0.010,0.010
2,70275,0.754,0.276,0.010
3,70275,0.889,0.150,0.010
4,70275,0.889,0.100,0.010
99,70275,0.990,0.010,0.010
2,70276,0.515,0.150,0.010
3,70276,0.508,0.150,0.010
4,70276,0.569,0.100,0.010
2,70277,0.772,0.150,0.010
3,70277,0.799,0.150,0.010
4,70277,0.920,0.119,0.010
99,70277,0.990,0.010,0.010
2,70279,0.666,0.525,0.010
3,70279,0.277,0.150,0.010
4,70279,0.290,0.111,0.010
99,70279,0.990,0.010,0.010
2,70282,0.806,0.150,0.010
3,70282,0.788,0.150,0.010
4,70282,0.793,0.100,0.010
99,70282,0.990,0.010,0.010
2,70283,0.735,0.225,0.010
3,70283,0.735,0.212,0.010
4,70283,0.815,0.324,0.010
99,70283,0.990,0.010,0.010
2,70286,0.743,0.150,0.010
3,70286,0.752,0.150,0.010
4,70286,0.779,0.100,0.010
99,70286,0.990,0.010,0.010
2,70288,0.636,0.150,0.010
2,70290,0.824,0.150,0.010
3,70290,0.838,0.150,0.010
4,70290,0.841,0.100,0.010
99,70290,0.990,0.010,0.010
2,70291,0.578,0.150,0.010
2,70292,0.601,0.258,0.010
3,70292,0.556,0.152,0.010
4,70292,0.600,0.166,0.010
99,70292,0.990,0.010,0.010
2,70295,0.770,0.150,0.010
3,70295,0.781,0.150,0.010
4,70295,0.808,0.154,0.010
2,70298,0.776,0.267,0.010
3,70298,0.792,0.263,0.010
4,70298,0.892,0.168,0.010
99,70298,0.990,0.010,0.010
2,70299,0.790,0.150,0.010
3,70299,0.807,0.150,0.010
4,70299,0.865,0.100,0.010
2,70303,0.762,0.246,0.010
3,70303,0.782,0.252,0.010
4,70303,0.837,0.238,0.010
2,70304,0.632,0.183,0.010
3,70304,0.638,0.182,0.010
4,70304,0.651,0.179,0.010
99,70304,0.990,0.010,0.010
2,70308,0.769,0.150,0.010
3,70308,0.779,0.150,0.010
4,70308,0.814,0.100,0.010
99,70308,0.990,0.010,0.010
2,70309,0.747,0.150,0.010
3,70309,0.724,0.150,0.010
4,70309,0.813,0.100,0.010
2,70310,0.828,0.417,0.010
3,70310,0.842,0.150,0.010
4,70310,0.873,0.172,0.010
99,70310,0.990,0.010,0.010
2,70311,0.812,0.150,0.010
3,70311,0.816,0.150,0.010
4,70311,0.871,0.100,0.010
99,70311,0.990,0.010,0.010
2,70314,0.806,0.150,0.010
3,70314,0.844,0.150,0.010
4,70314,0.873,0.100,0.010
99,70314,0.990,0.010,0.010
2,70315,0.812,0.150,0.010
2,70317,0.879,0.150,0.010
3,70317,0.913,0.150,0.010
4,70317,0.913,0.100,0.010
99,70317,0.990,0.010,0.010
2,70323,0.846,0.150,0.010
3,70323,0.873,0.150,0.010
4,70323,0.873,0.100,0.010
99,70323,0.990,0.010,0.010
2,70325,0.813,0.150,0.010
3,70325,0.831,0.150,0.010
4,70325,1.000,0.100,0.010
2,70326,0.721,0.150,0.010
3,70326,0.742,0.150,0.010
4,70326,0.867,0.100,0.010
99,70326,0.990,0.010,0.010
2,70327,0.774,0.499,0.010
3,70327,0.887,0.233,0.010
4,70327,0.800,0.153,0.010
99,70327,0.990,0.010,0.010
2,70328,0.841,0.150,0.010
3,70328,0.863,0.150,0.010
4,70328,0.907,0.100,0.010
99,70328,0.990,0.010,0.010
2,70329,0.927,0.150,0.010
99,70329,0.990,0.010,0.010
2,70330,0.825,0.150,0.010
3,70330,0.852,0.150,0.010
4,70330,0.894,0.100,0.010
99,70330,0.990,0.010,0.010
2,70331,0.841,0.150,0.010
3,70331,0.872,0.150,0.010
4,70331,0.912,0.100,0.010
99,70331,0.990,0.010,0.010
2,70332,0.842,0.150,0.010
3,70332,0.873,0.150,0.010
4,70332,0.902,0.100,0.010
99,70332,0.990,0.010,0.010
2,70333,0.674,0.150,0.010
99,70333,0.990,0.010,0.010
2,70335,0.758,0.150,0.010
3,70335,0.796,0.150,0.010
4,70335,0.796,0.100,0.010
99,70335,0.990,0.010,0.010
2,70336,0.830,0.150,0.010
3,70336,0.846,0.150,0.010
4,70336,0.892,0.110,0.010
99,70336,0.990,0.010,0.010
2,70337,0.887,0.237,0.010
3,70337,0.912,0.258,0.010
4,70337,0.942,0.179,0.010
99,70337,0.990,0.010,0.010
2,70339,0.825,0.202,0.010
3,70339,0.866,0.185,0.010
4,70339,0.907,0.162,0.010
99,70339,0.990,0.010,0.010
2,70341,0.772,0.150,0.010
99,70341,0.990,0.010,0.010
2,70343,0.760,0.150,0.010
99,70343,0.990,0.010,0.010
2,70344,0.830,0.150,0.010
99,70344,0.990,0.010,0.010
2,70345,0.719,0.150,0.010
3,70345,0.754,0.150,0.010
4,70345,0.890,0.134,0.010
99,70345,0.990,0.010,0.010
2,70346,0.587,0.281,0.010
3,70346,0.582,0.254,0.010
4,70346,0.612,0.219,0.010
99,70346,0.990,0.010,0.010
2,70347,0.823,0.150,0.010
3,70347,0.848,0.150,0.010
4,70347,0.901,0.100,0.010
99,70347,0.990,0.010,0.010
2,70348,0.689,0.150,0.010
2,70350,0.686,0.150,0.010
3,70350,0.703,0.150,0.010
4,70350,0.805,0.100,0.010
2,70351,0.377,0.150,0.010
3,70351,0.391,0.150,0.010
4,70351,0.469,0.100,0.010
99,70351,0.990,0.010,0.010
2,70352,0.402,0.150,0.010
3,70352,0.397,0.150,0.010
4,70352,0.501,0.100,0.010
99,70352,0.990,0.010,0.010
2,70353,0.628,0.150,0.010
3,70353,0.684,0.150,0.010
4,70353,0.879,0.100,0.010
99,70353,0.990,0.010,0.010
2,70354,0.481,0.150,0.010
3,70354,0.514,0.150,0.010
4,70354,0.669,0.100,0.010
99,70354,0.990,0.010,0.010
2,70356,0.752,0.163,0.010
3,70356,0.822,0.302,0.010
4,70356,0.862,0.317,0.010
99,70356,0.990,0.010,0.010
2,70358,0.823,0.150,0.010
3,70358,0.865,0.150,0.010
4,70358,0.903,0.100,0.010
99,70358,0.990,0.010,0.010
2,70359,0.669,0.150,0.010
3,70359,0.768,0.166,0.010
4,70359,0.804,0.157,0.010
99,70359,0.990,0.010,0.010
2,70360,0.808,0.225,0.010
3,70360,0.828,0.225,0.010
4,70360,0.895,0.203,0.010
99,70360,0.990,0.010,0.010
2,70361,0.878,0.150,0.010
3,70361,0.901,0.150,0.010
4,70361,0.955,0.100,0.010
99,70361,0.990,0.010,0.010
2,70363,0.950,0.150,0.010
3,70363,0.845,0.150,0.010
4,70363,0.881,0.100,0.010
99,70363,0.990,0.010,0.010
2,70364,0.841,0.150,0.010
3,70364,0.865,0.150,0.010
4,70364,0.908,0.433,0.010
2,70365,0.671,0.150,0.010
3,70365,0.694,0.150,0.010
4,70365,0.912,0.100,0.010
99,70365,0.990,0.010,0.010
2,70366,0.730,0.150,0.010
3,70366,0.730,0.150,0.010
99,70366,0.990,0.010,0.010
2,70371,0.873,0.150,0.010
3,70371,0.878,0.150,0.010
4,70371,0.887,0.100,0.010
99,70371,0.990,0.010,0.010
2,70376,0.431,0.150,0.010
3,70376,0.406,0.150,0.010
4,70376,0.845,0.100,0.010
99,70376,0.990,0.010,0.010
2,70377,0.893,0.150,0.010
99,70377,0.990,0.010,0.010
2,70381,0.786,0.150,0.010
3,70381,0.807,0.150,0.010
4,70381,0.807,0.100,0.010
99,70381,0.990,0.010,0.010
2,70383,0.953,0.150,0.010
99,70383,0.990,0.010,0.010
2,70390,0.431,0.150,0.010
99,70390,0.990,0.010,0.010
2,70391,0.795,0.150,0.010
3,70391,0.850,0.150,0.010
4,70391,0.914,0.100,0.010
99,70391,0.990,0.010,0.010
2,70396,0.735,0.150,0.010
99,70396,0.990,0.010,0.010
2,70400,0.665,0.150,0.010
3,70400,0.665,0.150,0.010
99,70400,0.990,0.010,0.010
2,70404,0.813,0.150,0.010
99,70404,0.990,0.010,0.010
2,70408,0.702,0.150,0.010
3,70408,0.702,0.150,0.010
99,70408,0.990,0.010,0.010
2,70415,0.606,0.150,0.010
3,70415,0.653,0.150,0.010
4,70415,0.719,0.100,0.010
99,70415,0.990,0.010,0.010
2,70417,0.752,0.150,0.010
99,70417,0.990,0.010,0.010
2,70419,0.601,0.150,0.010
99,70419,0.990,0.010,0.010
2,70421,0.788,0.150,0.010
99,70421,0.990,0.010,0.010
2,70422,0.824,0.150,0.010
99,70422,0.990,0.010,0.010
2,70424,0.831,0.150,0.010
99,70424,0.990,0.010,0.010
2,70425,0.581,0.150,0.010
3,70425,0.573,0.150,0.010
4,70425,0.674,0.152,0.010
99,70425,0.990,0.010,0.010
2,70426,0.685,0.150,0.010
99,70426,0.990,0.010,0.010
2,70429,0.565,0.150,0.010
99,70429,0.990,0.010,0.010
2,70430,0.678,0.150,0.010
99,70430,0.990,0.010,0.010
2,70433,0.651,0.150,0.010
3,70433,0.732,0.150,0.010
4,70433,0.834,0.100,0.010
99,70433,0.990,0.010,0.010
2,70437,0.802,0.150,0.010
3,70437,0.844,0.150,0.010
4,70437,0.844,0.100,0.010
99,70437,0.990,0.010,0.010
2,70438,0.556,0.150,0.010
99,70438,0.990,0.010,0.010
2,70439,0.740,0.150,0.010
99,70439,0.990,0.010,0.010
2,70443,0.513,0.150,0.010
