PGM_GRP_ID_S,PGM_NBR,PRD_NBR
72483,173224,173224031
72483,173224,173224091
72483,369553,369553011
72483,369553,369553041
72483,429332,429332001
72483,429332,429332021
72483,429332,429332031
72483,429332,429332041
72483,429332,429332051
72483,429332,429332061
72483,429332,429332071
72483,429332,429332081
72483,429332,429332091
72483,429332,429332101
72483,429332,429332111
72483,429332,429332121
72483,429332,429332141
72483,429332,429332151
72483,429332,429332161
72483,429332,429332171
72483,429332,429332181
72483,429332,429332191
72483,429332,429332201
72483,429332,429332211
72483,429332,429332221
72483,429332,429332231
72483,429332,429332241
72483,429332,429332251
72483,429334,429334001
72483,429334,429334011
72483,429334,429334031
72483,429334,429334041
72483,429334,429334051
72483,478558,478558001
72483,478558,478558011
72483,478558,478558021
72483,478560,478560001
72483,478560,478560011
72483,478560,478560021
72483,478561,478561001
72483,478561,478561011
72483,478561,478561021
72485,173181,173181001
72485,173181,173181011
72485,173191,173191001
72485,173191,173191021
72485,173743,173743011
72485,173743,173743021
72485,173743,173743041
72485,173743,173743051
72485,173743,173743061
72485,349343,349343051
72485,349343,349343071
72485,349343,349343081
72485,349343,349343101
72485,349343,349343121
72485,369620,369620001
72485,369620,369620011
72485,369620,369620021
72485,369620,369620031
72485,429263,429263011
72485,429289,429289001
72485,429289,429289011
72485,429316,429316001
72485,429316,429316011
72485,429352,429352011
72485,482174,482174001
72485,487051,487051001
72489,979510,979510001
72489,979510,979510031
72489,979510,979510051
72493,369714,369714011
72493,432416,432416021
72493,432416,432416031
72493,432438,432438001
72493,432438,432438011
72493,432450,432450011
72495,432486,432486001
72495,432486,432486011
72495,432496,432496001
72511,476376,476376001
72511,476376,476376011
72511,476376,476376021
72511,476376,476376031
72513,478295,478295001
72513,478295,478295011
72513,478295,478295021
72513,478296,478296001
72513,478296,478296011
72513,478296,478296021
72515,477673,477673001
72515,477673,477673011
72515,477673,477673021
72515,477673,477673031
72515,477673,477673041
72515,477673,477673051
72515,477673,477673061
72515,477676,477676001
72515,477676,477676011
72515,477676,477676021
72515,478300,478300001
72515,478300,478300011
72515,478301,478301001
72515,478301,478301011
72515,478301,478301021
72521,171723,171723001
72521,171766,171766001
72521,171774,171774001
72521,344224,344224001
72527,434318,434318001
72527,434318,434318011
72527,434318,434318021
72527,434319,434319001
72527,478503,478503001
72527,478985,478985001
72529,478006,478006001
72529,478009,478009001
72529,478025,478025001
72529,478040,478040001
72529,478041,478041001
72529,478106,478106001
72529,478112,478112001
72529,478113,478113001
72529,478114,478114001
72529,478119,478119001
72529,478122,478122001
72529,478150,478150001
72529,478151,478151001
72529,478152,478152001
72529,478153,478153001
72531,434320,434320001
72531,434320,434320011
72531,434322,434322001
72531,434322,434322011
72531,434323,434323001
72531,434323,434323011
72531,434323,434323021
72531,434323,434323031
72533,434325,434325001
72533,434325,434325011
72535,434335,434335001
72535,434335,434335011
72537,434338,434338001
72537,434338,434338011
72541,434307,434307001
72541,434309,434309001
72541,434309,434309011
72541,434363,434363001
72541,434363,434363011
72543,478647,478647001
72543,478647,478647011
72543,478647,478647021
72551,434938,434938001
72551,434939,434939001
72551,434941,434941001
72551,434941,434941011
72555,434339,434339001
72555,434339,434339011
72555,434339,434339031
72555,478995,478995001
72555,478995,478995011
72555,478995,478995021
72557,477727,477727001
72557,477727,477727011
72559,434277,434277001
72559,434277,434277011
72561,434292,434292001
72561,434292,434292011
72563,434293,434293001
72563,434293,434293011
72563,434295,434295001
72563,434296,434296001
72567,434304,434304001
72567,434304,434304011
72571,454992,454992001
72571,454992,454992011
72573,478341,478341001
72573,478341,478341011
72583,369330,369330001
72583,478010,478010001
72583,478107,478107001
72585,713616,713616001
72585,713616,713616011
72585,713616,713616021
72585,713616,713616031
72585,713616,713616041
72585,713616,713616051
72585,713616,713616061
72585,713616,713616071
72585,713616,713616081
72585,713616,713616091
72585,713616,713616101
72585,713616,713616111
72585,714027,714027001
72585,714027,714027011
72585,714027,714027021
72585,714027,714027031
72747,432456,432456011
72747,432456,432456021
72747,482189,482189001
72747,483030,483030001
72749,432371,432371021
72749,432371,432371041
72749,524690,524690031
72757,477735,477735001
72757,477735,477735011
72759,438323,438323001
72759,438323,438323011
72759,438323,438323021
72759,438323,438323031
72759,438323,438323041
72839,147479,147479011
72839,147479,147479021
72839,147479,147479031
72839,478861,478861001
72839,478861,478861011
72839,478861,478861031
72839,482232,482232001
72839,482232,482232011
72839,482232,482232021
72839,482232,482232031
72839,482232,482232041
72839,482232,482232051
72839,482232,482232061
72839,482232,482232071
72841,145969,145969001
72841,145969,145969031
72841,145969,145969041
72841,145969,145969051
72843,369672,369672001
72843,369672,369672011
72843,369672,369672021
72843,369672,369672031
72843,477681,477681001
72843,477681,477681011
72849,476389,476389001
72849,476389,476389011
72849,476389,476389021
72849,476389,476389031
72849,476389,476389041
72849,476389,476389101
72849,476389,476389111
72849,476389,476389121
72849,476389,476389131
72849,476389,476389141
72851,476393,476393001
72851,476394,476394001
72851,476394,476394011
72851,476394,476394031
72851,476754,476754001
72855,429321,429321001
72855,429321,429321021
72855,429321,429321051
72855,429322,429322001
72855,429322,429322041
72855,429322,429322061
72855,431981,431981001
72855,431981,431981011
72855,431981,431981021
72855,431981,431981031
72855,431982,431982001
72855,431982,431982011
72855,431982,431982021
72855,431982,431982031
72855,478975,478975001
72855,478975,478975011
72855,478975,478975051
72855,712561,712561001
72855,712561,712561011
72857,434107,434107001
72857,478598,478598001
72857,478599,478599001
72861,173402,173402011
72861,173402,173402031
72861,173402,173402061
72861,898232,898232001
72861,898232,898232011
72861,898232,898232081
72861,898232,898232451
72861,898232,898232461
72861,898232,898232501
72861,898232,920454001
72861,898232,953777061
72861,898232,953777091
72861,898232,953777181
72861,898232,953777191
72861,898232,953777201
72861,898232,953777211
72861,898232,953777261
72861,898232,953777281
72861,898232,953777291
72861,898232,953777301
72861,898233,898233001
72861,898233,898233011
72861,898233,898233021
72861,898233,898233101
72861,898233,898233361
72861,898233,898233381
72861,898233,953781181
72861,898233,953781191
72861,898233,953781201
72861,898233,953781221
72861,898233,953781231
72861,898233,953781261
72861,898233,953781281
72861,898233,953781311
72861,898233,953781321
72861,898233,953781331
72861,898233,977992001
72861,898233,977992111
72865,477705,477705001
72865,477705,477705011
72867,171384,171384001
72867,171384,171384041
72867,171384,171384071
72867,171384,171384081
72867,171384,171384101
188199,173108,173108011
188199,173108,173108021
188351,175024,175024001
5000063,123066,123066001
5000063,171801,171801001
5000063,344863,344863011
5000063,344863,344863021
5000063,344863,344863031
5000063,349399,349399021
5000063,349399,349399031
5000063,650440,650440071
5000069,147005,147005011
5000069,147005,147005021
5000069,147005,147005031
5000069,344451,344451001
5000069,344451,344451011
5000069,344451,344451021
